state,district,year,dry_chillies_kharif_yield_tonne_per_hectare
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,The nilgiris,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,Theni,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2021 - 2022,
,Thenkasi,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Thiruvallur,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Thiruvarur,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Thoothukudi,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tiruchirappalli,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tirunelveli,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tirupathur,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tiruppur,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tiruvannamalai,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Vellore,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Villupuram,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Virudhunagar,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Telangana,Adilabad,2000 - 2001,0.82
,,2001 - 2002,0.59
,,2002 - 2003,0.64
,,2003 - 2004,1.26
,,2004 - 2005,0.81
,,2005 - 2006,1.11
,,2006 - 2007,0.84
,,2007 - 2008,2.4
,,2008 - 2009,2.01
,,2009 - 2010,0.81
,,2010 - 2011,1.17
,,2011 - 2012,0.99
,,2012 - 2013,1.0
,,2013 - 2014,1.94
,,2014 - 2015,1.03
,,2015 - 2016,1.2
,,2016 - 2017,3.48
,,2017 - 2018,4.42
,,2018 - 2019,4.29
,,2019 - 2020,5.36
,,2020 - 2021,6.5
,,2021 - 2022,2.8
,,2022 - 2023,3.74
,Bhadradri,2016 - 2017,3.86
,,2017 - 2018,4.54
,,2018 - 2019,5.65
,,2019 - 2020,5.16
,,2020 - 2021,8.35
,,2021 - 2022,3.89
,,2022 - 2023,4.77
,Jagitial,2016 - 2017,2.77
,,2017 - 2018,2.77
,,2018 - 2019,2.1
,,2019 - 2020,1.48
,,2020 - 2021,2.57
,,2021 - 2022,2.05
,,2022 - 2023,2.11
,Jangoan,2016 - 2017,4.51
,,2017 - 2018,5.73
,,2018 - 2019,7.79
,,2019 - 2020,4.21
,,2020 - 2021,2.55
,,2021 - 2022,3.71
,,2022 - 2023,2.53
,Jayashankar,2016 - 2017,4.51
,,2017 - 2018,3.14
,,2018 - 2019,4.1
,,2019 - 2020,4.04
,,2020 - 2021,9.22
,,2021 - 2022,3.36
,,2022 - 2023,4.17
,Jogulamba,2016 - 2017,2.29
,,2017 - 2018,1.3
,,2018 - 2019,3.47
,,2019 - 2020,5.48
,,2020 - 2021,3.28
,,2021 - 2022,3.76
,,2022 - 2023,3.21
,Kamareddy,2016 - 2017,3.5
,,2017 - 2018,4.44
,,2018 - 2019,4.3
,,2019 - 2020,5.0
,,2020 - 2021,7.33
,,2021 - 2022,2.8
,,2022 - 2023,3.67
,Karimnagar,2000 - 2001,2.2
,,2001 - 2002,1.89
,,2002 - 2003,1.38
,,2003 - 2004,1.69
,,2004 - 2005,1.39
,,2005 - 2006,1.49
,,2006 - 2007,1.81
,,2007 - 2008,2.17
,,2008 - 2009,1.97
,,2009 - 2010,1.08
,,2010 - 2011,1.54
,,2011 - 2012,1.71
,,2012 - 2013,2.4
,,2013 - 2014,2.68
,,2014 - 2015,2.51
,,2015 - 2016,2.5
,,2016 - 2017,2.77
,,2017 - 2018,4.42
,,2018 - 2019,4.29
,,2019 - 2020,5.36
,,2020 - 2021,6.04
,,2021 - 2022,3.57
,,2022 - 2023,3.87
,Khammam,2000 - 2001,3.34
,,2001 - 2002,4.13
,,2002 - 2003,2.75
,,2003 - 2004,3.35
,,2004 - 2005,4.48
,,2005 - 2006,4.27
,,2006 - 2007,4.58
,,2007 - 2008,3.48
,,2008 - 2009,4.4
,,2009 - 2010,5.04
,,2010 - 2011,4.12
,,2011 - 2012,3.24
,,2012 - 2013,4.4
,,2013 - 2014,3.68
,,2014 - 2015,3.76
,,2015 - 2016,3.22
,,2016 - 2017,3.86
,,2017 - 2018,7.11
,,2018 - 2019,4.4
,,2019 - 2020,7.21
,,2020 - 2021,7.94
,,2021 - 2022,2.44
,,2022 - 2023,3.56
,Komaram bheem asifabad,2016 - 2017,3.47
,,2017 - 2018,4.44
,,2018 - 2019,4.3
,,2019 - 2020,5.38
,,2020 - 2021,6.0
,,2021 - 2022,2.82
,,2022 - 2023,3.74
,Mahabubabad,2016 - 2017,4.52
,,2017 - 2018,4.49
,,2018 - 2019,3.82
,,2019 - 2020,3.86
,,2020 - 2021,3.9
,,2021 - 2022,2.06
,,2022 - 2023,3.7
,Mahbubnagar,2000 - 2001,1.13
,,2001 - 2002,0.84
,,2002 - 2003,1.12
,,2003 - 2004,3.0
,,2004 - 2005,1.81
,,2005 - 2006,2.95
,,2006 - 2007,3.33
,,2007 - 2008,3.57
,,2008 - 2009,2.55
,,2009 - 2010,3.42
,,2010 - 2011,4.19
,,2011 - 2012,1.78
,,2012 - 2013,3.0
,,2013 - 2014,3.23
,,2014 - 2015,3.42
,,2015 - 2016,2.31
,,2016 - 2017,2.29
,,2017 - 2018,4.42
,,2018 - 2019,4.3
,,2019 - 2020,5.36
,,2020 - 2021,5.97
,,2021 - 2022,2.8
,,2022 - 2023,1.46
,Mancherial,2016 - 2017,3.47
,,2017 - 2018,3.24
,,2018 - 2019,3.59
,,2019 - 2020,4.47
,,2020 - 2021,11.39
,,2021 - 2022,4.6
,,2022 - 2023,6.21
,Medak,2000 - 2001,0.95
,,2001 - 2002,0.83
,,2002 - 2003,0.88
,,2003 - 2004,1.47
,,2004 - 2005,1.14
,,2005 - 2006,1.19
,,2006 - 2007,0.61
,,2007 - 2008,1.0
,,2008 - 2009,0.65
,,2009 - 2010,1.05
,,2010 - 2011,1.0
,,2011 - 2012,1.19
,,2012 - 2013,1.0
,,2013 - 2014,0.8
,,2014 - 2015,0.46
,,2015 - 2016,0.57
,,2016 - 2017,3.58
,,2017 - 2018,4.4
,,2018 - 2019,4.27
,,2019 - 2020,5.5
,,2020 - 2021,5.8
,,2021 - 2022,2.8
,,2022 - 2023,3.67
,Medchal,2016 - 2017,3.67
,,2019 - 2020,
,,2021 - 2022,
,,2022 - 2023,
,Mulugu,2018 - 2019,4.1
,,2019 - 2020,5.09
,,2020 - 2021,5.88
,,2021 - 2022,2.77
,,2022 - 2023,3.18
,Nagarkurnool,2016 - 2017,2.29
,,2017 - 2018,2.86
,,2018 - 2019,4.29
,,2019 - 2020,5.36
,,2020 - 2021,4.14
,,2021 - 2022,6.04
,,2022 - 2023,4.46
,Nalgonda,2000 - 2001,1.04
,,2001 - 2002,2.78
,,2002 - 2003,0.74
,,2003 - 2004,2.53
,,2004 - 2005,1.61
,,2005 - 2006,1.98
,,2006 - 2007,2.4
,,2007 - 2008,2.33
,,2008 - 2009,2.8
,,2009 - 2010,1.71
,,2010 - 2011,2.07
,,2011 - 2012,2.64
,,2012 - 2013,2.2
,,2013 - 2014,3.02
,,2014 - 2015,2.8
,,2015 - 2016,1.95
,,2016 - 2017,2.36
,,2017 - 2018,2.9
,,2018 - 2019,3.46
,,2019 - 2020,7.33
,,2020 - 2021,7.12
,,2021 - 2022,4.71
,,2022 - 2023,4.91
,Narayanapet,2018 - 2019,4.3
,,2019 - 2020,5.33
,,2020 - 2021,6.15
,,2021 - 2022,2.79
,,2022 - 2023,3.74
,Nirmal,2016 - 2017,3.48
,,2017 - 2018,3.38
,,2018 - 2019,3.53
,,2019 - 2020,2.35
,,2020 - 2021,5.81
,,2021 - 2022,4.8
,,2022 - 2023,3.73
,Nizamabad,2000 - 2001,1.94
,,2001 - 2002,2.15
,,2002 - 2003,1.56
,,2003 - 2004,2.28
,,2004 - 2005,2.57
,,2005 - 2006,2.68
,,2006 - 2007,2.98
,,2007 - 2008,3.0
,,2008 - 2009,3.36
,,2009 - 2010,3.47
,,2010 - 2011,3.16
,,2011 - 2012,2.4
,,2012 - 2013,2.0
,,2013 - 2014,3.16
,,2014 - 2015,3.25
,,2015 - 2016,2.8
,,2016 - 2017,3.58
,,2017 - 2018,4.42
,,2018 - 2019,4.3
,,2019 - 2020,5.35
,,2020 - 2021,5.87
,,2021 - 2022,2.8
,,2022 - 2023,3.67
,Peddapalli,2016 - 2017,2.77
,,2017 - 2018,4.42
,,2018 - 2019,4.29
,,2019 - 2020,5.36
,,2020 - 2021,5.38
,,2021 - 2022,1.81
,,2022 - 2023,3.52
,Rajanna,2016 - 2017,2.77
,,2017 - 2018,4.43
,,2018 - 2019,4.29
,,2019 - 2020,5.33
,,2020 - 2021,5.91
,,2021 - 2022,2.79
,,2022 - 2023,3.74
,Rangareddi,2000 - 2001,1.94
,,2001 - 2002,2.15
,,2002 - 2003,1.56
,,2003 - 2004,2.28
,,2004 - 2005,2.57
,,2005 - 2006,2.68
,,2006 - 2007,2.98
,,2007 - 2008,4.0
,,2008 - 2009,3.36
,,2009 - 2010,3.47
,,2010 - 2011,3.15
,,2011 - 2012,2.4
,,2012 - 2013,2.0
,,2013 - 2014,3.16
,,2014 - 2015,3.25
,,2015 - 2016,2.8
,,2016 - 2017,3.59
,,2017 - 2018,4.43
,,2018 - 2019,4.32
,,2019 - 2020,5.38
,,2020 - 2021,6.18
,,2021 - 2022,2.8
,,2022 - 2023,3.74
,Sangareddy,2016 - 2017,3.58
,,2017 - 2018,4.41
,,2018 - 2019,4.3
,,2019 - 2020,5.36
,,2020 - 2021,6.01
,,2021 - 2022,2.79
,,2022 - 2023,3.74
,Siddipet,2016 - 2017,3.58
,,2017 - 2018,4.5
,,2018 - 2019,4.29
,,2019 - 2020,5.35
,,2020 - 2021,6.15
,,2021 - 2022,2.79
,,2022 - 2023,3.75
,Suryapet,2016 - 2017,2.36
,,2017 - 2018,2.87
,,2018 - 2019,4.8
,,2019 - 2020,5.64
,,2020 - 2021,5.46
,,2021 - 2022,3.68
,,2022 - 2023,3.87
,Vikarabad,2016 - 2017,3.58
,,2017 - 2018,4.42
,,2018 - 2019,4.3
,,2019 - 2020,5.36
,,2020 - 2021,6.08
,,2021 - 2022,2.8
,,2022 - 2023,3.73
,Wanaparthy,2016 - 2017,2.29
,,2017 - 2018,2.47
,,2018 - 2019,4.29
,,2019 - 2020,5.36
,,2020 - 2021,6.35
,,2021 - 2022,3.69
,,2022 - 2023,4.36
,Warangal,2000 - 2001,2.36
,,2001 - 2002,1.88
,,2002 - 2003,1.92
,,2003 - 2004,1.93
,,2004 - 2005,2.68
,,2005 - 2006,2.68
,,2006 - 2007,2.57
,,2007 - 2008,2.67
,,2008 - 2009,3.92
,,2009 - 2010,3.7
,,2010 - 2011,2.81
,,2011 - 2012,2.12
,,2012 - 2013,3.5
,,2013 - 2014,2.79
,,2014 - 2015,3.03
,,2015 - 2016,2.95
,,2016 - 2017,4.51
,,2017 - 2018,4.18
,,2018 - 2019,5.83
,,2019 - 2020,4.2
,,2020 - 2021,5.39
,,2021 - 2022,1.1
,,2022 - 2023,2.19
,Warangal urban,2016 - 2017,4.52
,,2017 - 2018,1.83
,,2018 - 2019,4.29
,,2019 - 2020,5.36
,,2020 - 2021,6.03
,,2021 - 2022,2.95
,,2022 - 2023,5.22
,Yadadri,2016 - 2017,2.35
,,2017 - 2018,4.42
,,2018 - 2019,4.3
,,2019 - 2020,5.37
,,2020 - 2021,6.19
,,2021 - 2022,2.8
,,2022 - 2023,3.74
Uttar Pradesh,Agra,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.87
,,2011 - 2012,0.83
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.83
,,2015 - 2016,0.76
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Aligarh,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.89
,,2010 - 2011,0.88
,,2011 - 2012,0.83
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.83
,,2015 - 2016,0.76
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.94
,,2019 - 2020,0.88
,,2020 - 2021,0.88
,,2021 - 2022,0.87
,,2022 - 2023,0.92
,Allahabad,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.89
,,2010 - 2011,0.88
,,2011 - 2012,0.83
,,2012 - 2013,0.81
,,2013 - 2014,0.81
,,2014 - 2015,0.83
,,2015 - 2016,0.75
,,2016 - 2017,0.92
,,2017 - 2018,0.93
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.88
,,2021 - 2022,0.89
,,2022 - 2023,0.93
,Ambedkar nagar,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.93
,,2008 - 2009,1.0
,,2009 - 2010,0.92
,,2010 - 2011,0.89
,,2011 - 2012,0.82
,,2012 - 2013,0.81
,,2013 - 2014,0.85
,,2014 - 2015,0.82
,,2015 - 2016,0.75
,,2016 - 2017,0.94
,,2017 - 2018,0.91
,,2018 - 2019,0.92
,,2019 - 2020,0.88
,,2020 - 2021,0.9
,,2021 - 2022,0.88
,,2022 - 2023,0.92
,Amethi,2011 - 2012,0.82
,,2012 - 2013,0.79
,,2013 - 2014,0.81
,,2014 - 2015,0.83
,,2016 - 2017,0.94
,,2017 - 2018,0.94
,,2018 - 2019,0.94
,,2019 - 2020,0.88
,,2020 - 2021,0.87
,,2021 - 2022,0.89
,,2022 - 2023,0.92
,Amroha,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.97
,,2008 - 2009,0.99
,,2009 - 2010,0.89
,,2010 - 2011,0.88
,,2011 - 2012,0.83
,,2012 - 2013,0.81
,,2013 - 2014,0.79
,,2014 - 2015,0.82
,,2015 - 2016,0.75
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.89
,,2022 - 2023,0.93
,Auraiya,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.89
,,2011 - 2012,0.81
,,2012 - 2013,0.83
,,2013 - 2014,0.81
,,2014 - 2015,0.82
,,2015 - 2016,0.77
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.86
,,2020 - 2021,0.89
,,2021 - 2022,0.9
,,2022 - 2023,0.93
,Azamgarh,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.9
,,2010 - 2011,0.89
,,2011 - 2012,0.83
,,2012 - 2013,0.8
,,2013 - 2014,0.86
,,2014 - 2015,0.82
,,2015 - 2016,0.76
,,2016 - 2017,0.86
,,2017 - 2018,0.89
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.86
,,2021 - 2022,0.86
,,2022 - 2023,0.93
,Baghpat,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.97
,,2008 - 2009,1.0
,,2009 - 2010,0.92
,,2010 - 2011,0.89
,,2011 - 2012,0.83
,,2012 - 2013,0.82
,,2013 - 2014,0.77
,,2014 - 2015,0.84
,,2015 - 2016,0.75
,,2016 - 2017,0.9
,,2017 - 2018,0.88
,,2018 - 2019,0.92
,,2019 - 2020,0.92
,,2020 - 2021,0.92
,,2021 - 2022,0.87
,,2022 - 2023,0.93
,Bahraich,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.87
,,2011 - 2012,0.83
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.82
,,2015 - 2016,0.76
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Ballia,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.87
,,2011 - 2012,0.83
,,2012 - 2013,0.81
,,2013 - 2014,0.81
,,2014 - 2015,0.82
,,2015 - 2016,0.75
,,2016 - 2017,0.92
,,2017 - 2018,0.93
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.88
,,2021 - 2022,0.89
,,2022 - 2023,0.94
,Balrampur,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.95
,,2008 - 2009,1.0
,,2009 - 2010,0.9
,,2010 - 2011,0.92
,,2011 - 2012,0.86
,,2012 - 2013,0.82
,,2014 - 2015,0.86
,,2015 - 2016,0.75
,,2016 - 2017,0.89
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,0.83
,,2020 - 2021,0.83
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Banda,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,0.86
,,2011 - 2012,0.8
,,2012 - 2013,0.81
,,2013 - 2014,0.8
,,2014 - 2015,0.83
,,2015 - 2016,0.77
,,2016 - 2017,0.93
,,2017 - 2018,0.93
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Barabanki,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.87
,,2011 - 2012,0.84
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.82
,,2015 - 2016,0.76
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Bareilly,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.87
,,2011 - 2012,0.83
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.82
,,2015 - 2016,0.76
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.88
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Bijnor,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,1.0
,,2010 - 2011,0.83
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,0.8
,,2014 - 2015,0.87
,,2015 - 2016,0.8
,,2016 - 2017,1.0
,,2017 - 2018,0.86
,,2018 - 2019,0.88
,,2019 - 2020,0.8
,,2020 - 2021,0.8
,,2021 - 2022,0.83
,,2022 - 2023,1.0
,Budaun,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.97
,,2008 - 2009,1.0
,,2009 - 2010,0.89
,,2010 - 2011,0.88
,,2011 - 2012,1.0
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.82
,,2015 - 2016,0.75
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.89
,,2022 - 2023,0.93
,Bulandshahr,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.88
,,2011 - 2012,0.83
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.82
,,2015 - 2016,0.76
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.52
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Chandauli,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.88
,,2008 - 2009,1.0
,,2009 - 2010,0.89
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2014 - 2015,1.0
,,2015 - 2016,1.0
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2020 - 2021,1.0
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Chitrakoot,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.87
,,2010 - 2011,0.88
,,2011 - 2012,0.84
,,2012 - 2013,0.81
,,2013 - 2014,0.8
,,2014 - 2015,0.81
,,2015 - 2016,0.75
,,2016 - 2017,0.94
,,2017 - 2018,0.94
,,2018 - 2019,0.91
,,2019 - 2020,0.87
,,2020 - 2021,0.88
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Deoria,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,0.8
,,2010 - 2011,0.8
,,2011 - 2012,0.8
,,2015 - 2016,1.0
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,1.0
,,2019 - 2020,1.0
,,2021 - 2022,1.0
,,2022 - 2023,1.0
,Etah,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.88
,,2011 - 2012,0.83
,,2012 - 2013,0.79
,,2013 - 2014,0.81
,,2014 - 2015,0.83
,,2015 - 2016,0.76
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.89
,,2022 - 2023,0.93
,Etawah,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.88
,,2010 - 2011,0.88
,,2011 - 2012,0.83
,,2012 - 2013,0.8
,,2013 - 2014,0.81
,,2014 - 2015,0.83
,,2016 - 2017,0.92
,,2017 - 2018,0.92
,,2018 - 2019,0.92
,,2019 - 2020,0.87
,,2020 - 2021,0.89
,,2021 - 2022,0.88
,,2022 - 2023,0.93
,Faizabad,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.96
,,2008 - 2009,1.0
,,2009 - 2010,0.89
,,2010 - 2011,0.9
,,2011 - 2012,0.83
,,2012 - 2013,0.88
,,2013 - 2014,0.67
,,2014 - 2015,0.83
,,2015 - 2016,0.74
,,2016 - 2017,0.91
