state,district,year,sunflower_rabi_area_hectare,sunflower_rabi_production_tonne,sunflower_rabi_yield_tonne_per_hectare,sunflower_kharif_area_hectare,sunflower_kharif_production_tonne,sunflower_kharif_yield_tonne_per_hectare,sunflower_whole_year_area_hectare,sunflower_whole_year_production_tonne,sunflower_whole_year_yield_tonne_per_hectare,sunflower_summer_area_hectare,sunflower_summer_production_tonne,sunflower_summer_yield_tonne_per_hectare
,Hathras,2001 - 2002,,,,51.0,58.0,1.14,,,,,,
,,2002 - 2003,,,,24.0,34.0,1.42,,,,,,
,,2003 - 2004,,,,132.0,224.0,1.7,,,,,,
,,2004 - 2005,,,,,,,,,,380.0,747.0,1.97
,,2005 - 2006,,,,,,,,,,108.0,131.0,1.21
,,2006 - 2007,,,,,,,,,,373.0,558.0,1.5
,,2007 - 2008,,,,,,,,,,54.0,152.0,2.81
,,2008 - 2009,,,,,,,,,,33.0,58.0,1.76
,,2009 - 2010,,,,,,,,,,31.0,68.0,2.19
,,2010 - 2011,,,,,,,,,,12.0,18.0,1.5
,,2011 - 2012,,,,,,,,,,16.0,28.0,1.75
,,2012 - 2013,,,,,,,,,,16.0,12.0,0.75
,,2014 - 2015,,,,,,,,,,3.0,5.0,1.67
,,2016 - 2017,,,,,,,,,,9.0,11.0,1.22
,,2019 - 2020,,,,,,,,,,9.0,12.0,1.33
,,2020 - 2021,,,,,,,,,,27.0,37.0,1.37
,,2021 - 2022,,,,,,,,,,9.0,12.0,1.33
,Jalaun,2001 - 2002,,,,14.0,27.0,1.93,,,,,,
,,2002 - 2003,,,,1.0,1.0,1.0,,,,,,
,,2003 - 2004,,,,8.0,13.0,1.63,,,,,,
,,2004 - 2005,,,,,,,,,,4.0,8.0,2.0
,,2008 - 2009,,,,,,,,,,1.0,2.0,2.0
,,2009 - 2010,,,,,,,,,,1.0,2.0,2.0
,,2014 - 2015,,,,,,,,,,2.0,3.0,1.5
,Jaunpur,2001 - 2002,,,,53.0,103.0,1.94,,,,,,
,,2002 - 2003,,,,31.0,44.0,1.42,,,,,,
,,2003 - 2004,,,,3.0,5.0,1.67,,,,,,
,,2004 - 2005,,,,,,,,,,5.0,10.0,2.0
,,2006 - 2007,,,,,,,,,,24.0,36.0,1.5
,,2007 - 2008,,,,,,,,,,1.0,2.0,2.0
,,2008 - 2009,,,,,,,,,,11.0,20.0,1.82
,,2009 - 2010,,,,,,,,,,19.0,42.0,2.21
,,2010 - 2011,,,,,,,,,,12.0,26.0,2.17
,,2011 - 2012,,,,,,,,,,9.0,16.0,1.78
,,2013 - 2014,,,,,,,,,,18.0,29.0,1.61
,,2014 - 2015,,,,,,,,,,13.0,22.0,1.69
,,2015 - 2016,,,,,,,,,,22.0,35.0,1.59
,,2016 - 2017,,,,,,,,,,70.0,82.0,1.17
,,2017 - 2018,,,,,,,,,,5.0,7.0,1.4
,,2018 - 2019,,,,,,,,,,7.0,10.0,1.43
,,2019 - 2020,,,,,,,,,,16.0,22.0,1.38
,,2020 - 2021,,,,,,,,,,5.0,7.0,1.4
,,2021 - 2022,,,,,,,,,,6.0,8.0,1.33
,,2022 - 2023,,,,,,,,,,1.0,1.0,1.0
,Jhansi,2004 - 2005,,,,,,,,,,12.0,23.0,1.92
,,2009 - 2010,,,,,,,,,,9.0,20.0,2.22
,,2010 - 2011,,,,,,,,,,22.0,47.0,2.14
,,2013 - 2014,,,,,,,,,,93.0,149.0,1.6
,,2014 - 2015,,,,,,,,,,148.0,253.0,1.71
,,2015 - 2016,,,,,,,,,,74.0,119.0,1.61
,,2016 - 2017,,,,,,,,,,93.0,109.0,1.17
,,2019 - 2020,,,,,,,,,,97.0,134.0,1.38
,Kannauj,2001 - 2002,,,,507.0,649.0,1.28,,,,,,
,,2002 - 2003,,,,,,1.28,,,,,,
,,2003 - 2004,,,,,,1.66,,,,,,
,,2004 - 2005,,,,,,,,,,,,2.05
,,2005 - 2006,,,,,,,,,,,,1.22
,,2006 - 2007,,,,,,,,,,,,1.36
,,2007 - 2008,,,,,,,,,,,,1.2
,,2008 - 2009,,,,,,,,,,,,1.31
,,2009 - 2010,,,,,,,,,,,,1.45
,,2010 - 2011,,,,,,,,,,672.0,919.0,1.37
,,2011 - 2012,,,,,,,,,,553.0,943.0,1.71
,,2013 - 2014,,,,,,,,,,,,1.6
,,2014 - 2015,,,,,,,,,,926.0,,1.62
,,2015 - 2016,,,,,,,,,,404.0,650.0,1.61
,,2016 - 2017,,,,,,,,,,,,1.18
,,2017 - 2018,,,,,,,,,,758.0,,1.44
,,2019 - 2020,,,,,,,,,,,,1.38
,,2020 - 2021,,,,,,,,,,,,1.37
,,2021 - 2022,,,,,,,,,,,,1.34
,,2022 - 2023,,,,,,,,,,16.0,22.0,1.38
,Kanpur dehat,2003 - 2004,,,,16.0,27.0,1.69,,,,,,
,,2004 - 2005,,,,,,,,,,31.0,61.0,1.97
,,2005 - 2006,,,,,,,,,,18.0,25.0,1.39
,,2006 - 2007,,,,,,,,,,157.0,214.0,1.36
,,2007 - 2008,,,,,,,,,,36.0,42.0,1.17
,,2008 - 2009,,,,,,,,,,58.0,106.0,1.83
,,2009 - 2010,,,,,,,,,,21.0,47.0,2.24
,,2011 - 2012,,,,,,,,,,29.0,50.0,1.72
,,2012 - 2013,,,,,,,,,,105.0,82.0,0.78
,,2013 - 2014,,,,,,,,,,38.0,61.0,1.61
,,2015 - 2016,,,,,,,,,,23.0,37.0,1.61
,,2016 - 2017,,,,,,,,,,28.0,33.0,1.18
,,2017 - 2018,,,,,,,,,,22.0,32.0,1.45
,,2020 - 2021,,,,,,,,,,31.0,43.0,1.39
,,2021 - 2022,,,,,,,,,,28.0,38.0,1.36
,Kanpur nagar,2001 - 2002,,,,,,2.95,,,,,,
,,2002 - 2003,,,,966.0,,1.93,,,,,,
,,2003 - 2004,,,,,,1.66,,,,,,
,,2004 - 2005,,,,,,,,,,,,1.95
,,2005 - 2006,,,,,,,,,,,,1.33
,,2006 - 2007,,,,,,,,,,518.0,,2.1
,,2007 - 2008,,,,,,,,,,,,0.53
,,2008 - 2009,,,,,,,,,,,,3.73
,,2009 - 2010,,,,,,,,,,884.0,,1.76
,,2010 - 2011,,,,,,,,,,181.0,318.0,1.76
,,2011 - 2012,,,,,,,,,,303.0,517.0,1.71
,,2012 - 2013,,,,,,,,,,329.0,255.0,0.78
,,2013 - 2014,,,,,,,,,,210.0,337.0,1.6
,,2014 - 2015,,,,,,,,,,148.0,239.0,1.61
,,2015 - 2016,,,,,,,,,,136.0,219.0,1.61
,,2016 - 2017,,,,,,,,,,64.0,75.0,1.17
,,2018 - 2019,,,,,,,,,,128.0,175.0,1.37
,,2020 - 2021,,,,,,,,,,102.0,140.0,1.37
,,2021 - 2022,,,,,,,,,,102.0,137.0,1.34
,Kasganj,2009 - 2010,,,,,,,,,,104.0,229.0,2.2
,,2010 - 2011,,,,,,,,,,30.0,46.0,1.53
,,2011 - 2012,,,,,,,,,,7.0,12.0,1.71
,,2012 - 2013,,,,,,,,,,25.0,20.0,0.8
,,2013 - 2014,,,,,,,,,,4.0,6.0,1.5
,,2014 - 2015,,,,,,,,,,1.0,1.0,1.0
,,2017 - 2018,,,,,,,,,,7.0,10.0,1.43
,,2019 - 2020,,,,,,,,,,9.0,12.0,1.33
,,2021 - 2022,,,,,,,,,,7.0,9.0,1.29
,,2022 - 2023,,,,,,,,,,31.0,42.0,1.35
,Kaushambi,2002 - 2003,,,,1.0,1.0,1.0,,,,,,
,,2003 - 2004,,,,1.0,2.0,2.0,,,,,,
,,2004 - 2005,,,,,,,,,,1.0,2.0,2.0
,,2005 - 2006,,,,,,,,,,2.0,3.0,1.5
,,2006 - 2007,,,,,,,,,,1.0,1.0,1.0
,,2007 - 2008,,,,,,,,,,2.0,3.0,1.5
,,2008 - 2009,,,,,,,,,,5.0,9.0,1.8
,,2009 - 2010,,,,,,,,,,4.0,9.0,2.25
,,2010 - 2011,,,,,,,,,,4.0,9.0,2.25
,,2011 - 2012,,,,,,,,,,4.0,7.0,1.75
,,2012 - 2013,,,,,,,,,,7.0,6.0,0.86
,,2015 - 2016,,,,,,,,,,1.0,2.0,2.0
,,2016 - 2017,,,,,,,,,,5.0,6.0,1.2
,,2018 - 2019,,,,,,,,,,6.0,8.0,1.33
,,2021 - 2022,,,,,,,,,,5.0,7.0,1.4
,Kheri,2001 - 2002,,,,11.0,21.0,1.91,,,,,,
,,2003 - 2004,,,,4.0,7.0,1.75,,,,,,
,,2004 - 2005,,,,,,,,,,166.0,326.0,1.96
,,2005 - 2006,,,,,,,,,,4.0,5.0,1.25
,,2006 - 2007,,,,,,,,,,6.0,9.0,1.5
,,2008 - 2009,,,,,,,,,,3.0,6.0,2.0
,,2012 - 2013,,,,,,,,,,1.0,1.0,1.0
,,2014 - 2015,,,,,,,,,,142.0,297.0,2.09
,,2015 - 2016,,,,,,,,,,4.0,6.0,1.5
,,2022 - 2023,,,,,,,,,,69.0,94.0,1.36
,Kushi nagar,2002 - 2003,,,,3.0,4.0,1.33,,,,,,
,,2003 - 2004,,,,3.0,5.0,1.67,,,,,,
,,2007 - 2008,,,,,,,,,,48.0,77.0,1.6
,,2010 - 2011,,,,,,,,,,1.0,2.0,2.0
,,2012 - 2013,,,,,,,,,,1.0,1.0,1.0
,,2013 - 2014,,,,,,,,,,1.0,1.0,1.0
,,2014 - 2015,,,,,,,,,,1.0,2.0,2.0
,,2016 - 2017,,,,,,,,,,2.0,2.0,1.0
,,2019 - 2020,,,,,,,,,,2.0,3.0,1.5
,Lalitpur,2001 - 2002,,,,40.0,77.0,1.93,,,,,,
,,2002 - 2003,,,,8.0,12.0,1.5,,,,,,
,,2003 - 2004,,,,9.0,15.0,1.67,,,,,,
,,2004 - 2005,,,,,,,,,,6.0,12.0,2.0
,,2005 - 2006,,,,,,,,,,3.0,4.0,1.33
,,2013 - 2014,,,,,,,,,,161.0,258.0,1.6
,,2014 - 2015,,,,,,,,,,5.0,9.0,1.8
,,2015 - 2016,,,,,,,,,,116.0,187.0,1.61
,,2016 - 2017,,,,,,,,,,49.0,58.0,1.18
,,2017 - 2018,,,,,,,,,,3.0,4.0,1.33
,,2019 - 2020,,,,,,,,,,52.0,72.0,1.38
,,2020 - 2021,,,,,,,,,,3.0,4.0,1.33
,,2021 - 2022,,,,,,,,,,3.0,4.0,1.33
,Lucknow,2001 - 2002,,,,6.0,11.0,1.83,,,,,,
,,2002 - 2003,,,,2.0,3.0,1.5,,,,,,
,,2003 - 2004,,,,7.0,12.0,1.71,,,,,,
,,2004 - 2005,,,,,,,,,,27.0,53.0,1.96
,,2005 - 2006,,,,,,,,,,1.0,1.0,1.0
,,2006 - 2007,,,,,,,,,,1.0,2.0,2.0
,,2015 - 2016,,,,,,,,,,1.0,2.0,2.0
,Maharajganj,2001 - 2002,,,,19.0,37.0,1.95,,,,,,
,,2002 - 2003,,,,4.0,6.0,1.5,,,,,,
,,2007 - 2008,,,,,,,,,,1.0,2.0,2.0
,,2008 - 2009,,,,,,,,,,1.0,2.0,2.0
,,2009 - 2010,,,,,,,,,,10.0,22.0,2.2
,,2010 - 2011,,,,,,,,,,2.0,4.0,2.0
,,2011 - 2012,,,,,,,,,,7.0,12.0,1.71
,,2012 - 2013,,,,,,,,,,12.0,9.0,0.75
,,2013 - 2014,,,,,,,,,,12.0,19.0,1.58
,,2014 - 2015,,,,,,,,,,16.0,27.0,1.69
,,2015 - 2016,,,,,,,,,,30.0,48.0,1.6
,,2016 - 2017,,,,,,,,,,11.0,13.0,1.18
,,2019 - 2020,,,,,,,,,,11.0,15.0,1.36
,Mahoba,2001 - 2002,,,,10.0,19.0,1.9,,,,,,
,,2002 - 2003,,,,5.0,7.0,1.4,,,,,,
,,2003 - 2004,,,,23.0,38.0,1.65,,,,,,
,,2004 - 2005,,,,,,,,,,147.0,289.0,1.97
,,2005 - 2006,,,,,,,,,,23.0,29.0,1.26
,,2015 - 2016,,,,,,,,,,10.0,16.0,1.6
,,2016 - 2017,,,,,,,,,,9.0,11.0,1.22
,,2019 - 2020,,,,,,,,,,20.0,28.0,1.4
,Mainpuri,2001 - 2002,,,,19.0,22.0,1.16,,,,,,
,,2002 - 2003,,,,7.0,10.0,1.43,,,,,,
,,2003 - 2004,,,,110.0,186.0,1.69,,,,,,
,,2004 - 2005,,,,,,,,,,135.0,265.0,1.96
,,2005 - 2006,,,,,,,,,,266.0,322.0,1.21
,,2006 - 2007,,,,,,,,,,152.0,227.0,1.49
,,2007 - 2008,,,,,,,,,,424.0,,2.82
,,2008 - 2009,,,,,,,,,,330.0,584.0,1.77
,,2009 - 2010,,,,,,,,,,320.0,704.0,2.2
,,2010 - 2011,,,,,,,,,,786.0,,2.12
,,2011 - 2012,,,,,,,,,,594.0,,1.71
,,2012 - 2013,,,,,,,,,,434.0,339.0,0.78
,,2013 - 2014,,,,,,,,,,11.0,18.0,1.64
,,2014 - 2015,,,,,,,,,,169.0,289.0,1.71
,,2015 - 2016,,,,,,,,,,326.0,524.0,1.61
,,2016 - 2017,,,,,,,,,,12.0,14.0,1.17
,,2017 - 2018,,,,,,,,,,12.0,17.0,1.42
,,2018 - 2019,,,,,,,,,,53.0,72.0,1.36
,,2019 - 2020,,,,,,,,,,7.0,10.0,1.43
,,2020 - 2021,,,,,,,,,,15.0,20.0,1.33
,,2021 - 2022,,,,,,,,,,11.0,15.0,1.36
,,2022 - 2023,,,,,,,,,,120.0,164.0,1.37
,Mathura,2001 - 2002,,,,12.0,14.0,1.17,,,,,,
,,2003 - 2004,,,,4.0,7.0,1.75,,,,,,
,,2004 - 2005,,,,,,,,,,8.0,16.0,2.0
,,2005 - 2006,,,,,,,,,,3.0,4.0,1.33
,,2006 - 2007,,,,,,,,,,7.0,10.0,1.43
,Mau,2002 - 2003,,,,1.0,1.0,1.0,,,,,,
,,2009 - 2010,,,,,,,,,,12.0,26.0,2.17
,,2010 - 2011,,,,,,,,,,16.0,34.0,2.13
,,2011 - 2012,,,,,,,,,,15.0,26.0,1.73
,,2012 - 2013,,,,,,,,,,14.0,11.0,0.79
,,2013 - 2014,,,,,,,,,,14.0,22.0,1.57
,,2014 - 2015,,,,,,,,,,19.0,33.0,1.74
,,2015 - 2016,,,,,,,,,,12.0,19.0,1.58
,,2016 - 2017,,,,,,,,,,10.0,12.0,1.2
,,2017 - 2018,,,,,,,,,,14.0,20.0,1.43
,,2018 - 2019,,,,,,,,,,11.0,15.0,1.36
,,2019 - 2020,,,,,,,,,,14.0,19.0,1.36
,,2020 - 2021,,,,,,,,,,19.0,26.0,1.37
,,2021 - 2022,,,,,,,,,,14.0,19.0,1.36
,Meerut,2001 - 2002,,,,28.0,54.0,1.93,,,,,,
,,2002 - 2003,,,,2.0,3.0,1.5,,,,,,
,,2003 - 2004,,,,11.0,18.0,1.64,,,,,,
,,2004 - 2005,,,,,,,,,,3.0,6.0,2.0
,,2007 - 2008,,,,,,,,,,2.0,3.0,1.5
,,2022 - 2023,,,,,,,,,,2.0,3.0,1.5
,Mirzapur,2001 - 2002,,,,2.0,4.0,2.0,,,,,,
,,2002 - 2003,,,,2.0,3.0,1.5,,,,,,
,,2003 - 2004,,,,7.0,12.0,1.71,,,,,,
,,2004 - 2005,,,,,,,,,,2.0,4.0,2.0
,,2005 - 2006,,,,,,,,,,3.0,4.0,1.33
,,2006 - 2007,,,,,,,,,,3.0,5.0,1.67
,,2015 - 2016,,,,,,,,,,33.0,53.0,1.61
,,2016 - 2017,,,,,,,,,,1.0,1.0,1.0
,,2019 - 2020,,,,,,,,,,1.0,1.0,1.0
,Moradabad,2001 - 2002,,,,2.0,2.0,1.0,,,,,,
,,2002 - 2003,,,,60.0,66.0,1.1,,,,,,
,,2003 - 2004,,,,5.0,8.0,1.6,,,,,,
,,2004 - 2005,,,,,,,,,,5.0,9.0,1.8
,,2005 - 2006,,,,,,,,,,14.0,20.0,1.43
,,2006 - 2007,,,,,,,,,,5.0,8.0,1.6
,,2007 - 2008,,,,,,,,,,4.0,11.0,2.75
,,2008 - 2009,,,,,,,,,,2.0,4.0,2.0
,,2020 - 2021,,,,,,,,,,31.0,43.0,1.39
,Muzaffarnagar,2001 - 2002,,,,8.0,15.0,1.88,,,,,,
,,2002 - 2003,,,,4.0,6.0,1.5,,,,,,
,,2003 - 2004,,,,2.0,3.0,1.5,,,,,,
,,2004 - 2005,,,,,,,,,,19.0,37.0,1.95
,,2005 - 2006,,,,,,,,,,2.0,3.0,1.5
,,2006 - 2007,,,,,,,,,,19.0,28.0,1.47
,,2009 - 2010,,,,,,,,,,1.0,2.0,2.0
,Pilibhit,2001 - 2002,,,,50.0,97.0,1.94,,,,,,
,,2002 - 2003,,,,166.0,238.0,1.43,,,,,,
,,2003 - 2004,,,,55.0,93.0,1.69,,,,,,
,,2004 - 2005,,,,,,,,,,50.0,98.0,1.96
,,2005 - 2006,,,,,,,,,,55.0,66.0,1.2
,,2006 - 2007,,,,,,,,,,7.0,11.0,1.57
,,2007 - 2008,,,,,,,,,,1.0,3.0,3.0
,,2008 - 2009,,,,,,,,,,9.0,17.0,1.89
,,2009 - 2010,,,,,,,,,,1.0,2.0,2.0
,,2010 - 2011,,,,,,,,,,6.0,13.0,2.17
,,2011 - 2012,,,,,,,,,,5.0,9.0,1.8
,,2012 - 2013,,,,,,,,,,5.0,4.0,0.8
,,2013 - 2014,,,,,,,,,,42.0,67.0,1.6
,,2014 - 2015,,,,,,,,,,155.0,265.0,1.71
,,2015 - 2016,,,,,,,,,,6.0,10.0,1.67
,,2016 - 2017,,,,,,,,,,35.0,41.0,1.17
,,2018 - 2019,,,,,,,,,,9.0,12.0,1.33
,,2020 - 2021,,,,,,,,,,9.0,13.0,1.44
,,2021 - 2022,,,,,,,,,,11.0,15.0,1.36
,Pratapgarh,2001 - 2002,,,,12.0,23.0,1.92,,,,,,
,Rae bareli,2001 - 2002,,,,20.0,39.0,1.95,,,,,,
,,2002 - 2003,,,,18.0,26.0,1.44,,,,,,
,,2003 - 2004,,,,58.0,97.0,1.67,,,,,,
,,2004 - 2005,,,,,,,,,,11.0,22.0,2.0
,,2005 - 2006,,,,,,,,,,10.0,12.0,1.2
,,2006 - 2007,,,,,,,,,,18.0,27.0,1.5
,,2007 - 2008,,,,,,,,,,273.0,769.0,2.82
,,2008 - 2009,,,,,,,,,,36.0,72.0,2.0
,,2009 - 2010,,,,,,,,,,26.0,60.0,2.31
,,2010 - 2011,,,,,,,,,,5.0,10.0,2.0
,,2011 - 2012,,,,,,,,,,11.0,19.0,1.73
,,2012 - 2013,,,,,,,,,,39.0,31.0,0.79
,,2014 - 2015,,,,,,,,,,2.0,4.0,2.0
,,2016 - 2017,,,,,,,,,,2.0,2.0,1.0
,,2019 - 2020,,,,,,,,,,2.0,3.0,1.5
,,2021 - 2022,,,,,,,,,,1.0,1.0,1.0
,,2022 - 2023,,,,,,,,,,4.0,5.0,1.25
,Rampur,2001 - 2002,,,,898.0,,1.14,,,,,,
,,2002 - 2003,,,,,,1.09,,,,,,
,,2003 - 2004,,,,,,1.69,,,,,,
,,2004 - 2005,,,,,,,,,,,,1.8
,,2005 - 2006,,,,,,,,,,,,1.46
,,2006 - 2007,,,,,,,,,,389.0,646.0,1.66
,,2007 - 2008,,,,,,,,,,,,2.82
,,2008 - 2009,,,,,,,,,,882.0,,1.97
,,2009 - 2010,,,,,,,,,,570.0,841.0,1.48
,,2010 - 2011,,,,,,,,,,3.0,4.0,1.33
,,2011 - 2012,,,,,,,,,,9.0,15.0,1.67
,,2012 - 2013,,,,,,,,,,12.0,16.0,1.33
,,2013 - 2014,,,,,,,,,,14.0,20.0,1.43
,,2014 - 2015,,,,,,,,,,12.0,9.0,0.75
,,2015 - 2016,,,,,,,,,,8.0,11.0,1.38
,,2016 - 2017,,,,,,,,,,8.0,11.0,1.38
,,2017 - 2018,,,,,,,,,,14.0,18.0,1.29
,,2018 - 2019,,,,,,,,,,10.0,14.0,1.4
,,2019 - 2020,,,,,,,,,,10.0,14.0,1.4
,,2020 - 2021,,,,,,,,,,14.0,19.0,1.36
,,2021 - 2022,,,,,,,,,,15.0,20.0,1.33
,Saharanpur,2003 - 2004,,,,10.0,17.0,1.7,,,,,,
,,2005 - 2006,,,,,,,,,,5.0,6.0,1.2
,Sambhal,2013 - 2014,,,,,,,,,,12.0,17.0,1.42
,,2016 - 2017,,,,,,,,,,13.0,18.0,1.38
,,2022 - 2023,,,,,,,,,,40.0,55.0,1.38
,Sant kabeer nagar,2001 - 2002,,,,3.0,6.0,2.0,,,,,,
,,2007 - 2008,,,,,,,,,,7.0,11.0,1.57
,,2008 - 2009,,,,,,,,,,11.0,21.0,1.91
,,2015 - 2016,,,,,,,,,,1.0,1.0,1.0
,Sant ravidas nagar,2006 - 2007,,,,,,,,,,3.0,4.0,1.33
,,2008 - 2009,,,,,,,,,,9.0,17.0,1.89
,,2010 - 2011,,,,,,,,,,6.0,13.0,2.17
,,2011 - 2012,,,,,,,,,,36.0,61.0,1.69
,,2013 - 2014,,,,,,,,,,15.0,24.0,1.6
,,2016 - 2017,,,,,,,,,,12.0,14.0,1.17
,,2018 - 2019,,,,,,,,,,12.0,16.0,1.33
,,2021 - 2022,,,,,,,,,,12.0,16.0,1.33
,Shahjahanpur,2001 - 2002,,,,266.0,513.0,1.93,,,,,,
,,2002 - 2003,,,,20.0,29.0,1.45,,,,,,
,,2003 - 2004,,,,14.0,24.0,1.71,,,,,,
,,2004 - 2005,,,,,,,,,,6.0,12.0,2.0
,,2005 - 2006,,,,,,,,,,29.0,35.0,1.21
,,2006 - 2007,,,,,,,,,,6.0,9.0,1.5
,,2007 - 2008,,,,,,,,,,11.0,31.0,2.82
,,2008 - 2009,,,,,,,,,,1.0,2.0,2.0
,,2009 - 2010,,,,,,,,,,1.0,2.0,2.0
,,2010 - 2011,,,,,,,,,,3.0,6.0,2.0
,,2011 - 2012,,,,,,,,,,3.0,5.0,1.67
,,2013 - 2014,,,,,,,,,,5.0,8.0,1.6
,,2015 - 2016,,,,,,,,,,9.0,15.0,1.67
,,2018 - 2019,,,,,,,,,,22.0,30.0,1.36
,,2020 - 2021,,,,,,,,,,3.0,4.0,1.33
,,2021 - 2022,,,,,,,,,,4.0,5.0,1.25
,Shamli,2015 - 2016,,,,,,,,,,1.0,2.0,2.0
,Shravasti,2001 - 2002,,,,5.0,10.0,2.0,,,,,,
,,2003 - 2004,,,,4.0,7.0,1.75,,,,,,
,Siddharth nagar,2001 - 2002,,,,26.0,50.0,1.92,,,,,,
,,2002 - 2003,,,,1.0,1.0,1.0,,,,,,
,,2022 - 2023,,,,,,,,,,1.0,1.0,1.0
,Sitapur,2001 - 2002,,,,41.0,79.0,1.93,,,,,,
,,2002 - 2003,,,,2.0,3.0,1.5,,,,,,
,,2003 - 2004,,,,2.0,3.0,1.5,,,,,,
,,2004 - 2005,,,,,,,,,,86.0,169.0,1.97
,,2005 - 2006,,,,,,,,,,2.0,2.0,1.0
,,2006 - 2007,,,,,,,,,,,,1.52
,,2009 - 2010,,,,,,,,,,4.0,9.0,2.25
,,2014 - 2015,,,,,,,,,,1.0,2.0,2.0
,,2016 - 2017,,,,,,,,,,1.0,1.0,1.0
,,2019 - 2020,,,,,,,,,,1.0,1.0,1.0
,,2021 - 2022,,,,,,,,,,1.0,1.0,1.0
,Sonbhadra,2001 - 2002,,,,5.0,10.0,2.0,,,,,,
,,2002 - 2003,,,,1.0,1.0,1.0,,,,,,
,,2003 - 2004,,,,6.0,10.0,1.67,,,,,,
,,2010 - 2011,,,,,,,,,,1.0,2.0,2.0
,Sultanpur,2001 - 2002,,,,123.0,141.0,1.15,,,,,,
,,2002 - 2003,,,,78.0,86.0,1.1,,,,,,
,,2003 - 2004,,,,69.0,115.0,1.67,,,,,,
,,2004 - 2005,,,,,,,,,,53.0,104.0,1.96
,,2005 - 2006,,,,,,,,,,79.0,101.0,1.28
,,2006 - 2007,,,,,,,,,,9.0,14.0,1.56
,,2007 - 2008,,,,,,,,,,51.0,83.0,1.63
,,2008 - 2009,,,,,,,,,,51.0,95.0,1.86
,,2009 - 2010,,,,,,,,,,34.0,75.0,2.21
,,2010 - 2011,,,,,,,,,,42.0,89.0,2.12
,,2011 - 2012,,,,,,,,,,14.0,24.0,1.71
,,2012 - 2013,,,,,,,,,,39.0,31.0,0.79
,,2013 - 2014,,,,,,,,,,13.0,21.0,1.62
,,2014 - 2015,,,,,,,,,,6.0,10.0,1.67
,,2015 - 2016,,,,,,,,,,4.0,7.0,1.75
,,2016 - 2017,,,,,,,,,,24.0,28.0,1.17
,,2017 - 2018,,,,,,,,,,27.0,39.0,1.44
,,2018 - 2019,,,,,,,,,,21.0,29.0,1.38
,,2019 - 2020,,,,,,,,,,29.0,40.0,1.38
,,2020 - 2021,,,,,,,,,,23.0,32.0,1.39
,,2021 - 2022,,,,,,,,,,26.0,35.0,1.35
,,2022 - 2023,,,,,,,,,,7.0,10.0,1.43
,Unnao,2001 - 2002,,,,20.0,39.0,1.95,,,,,,
,,2002 - 2003,,,,51.0,73.0,1.43,,,,,,
,,2003 - 2004,,,,221.0,369.0,1.67,,,,,,
,,2004 - 2005,,,,,,,,,,566.0,,1.96
,,2005 - 2006,,,,,,,,,,86.0,104.0,1.21
,,2006 - 2007,,,,,,,,,,341.0,517.0,1.52
,,2007 - 2008,,,,,,,,,,350.0,986.0,2.82
,,2008 - 2009,,,,,,,,,,162.0,323.0,1.99
,,2009 - 2010,,,,,,,,,,136.0,312.0,2.29
,,2010 - 2011,,,,,,,,,,89.0,188.0,2.11
,,2011 - 2012,,,,,,,,,,43.0,74.0,1.72
,,2012 - 2013,,,,,,,,,,124.0,96.0,0.77
,,2013 - 2014,,,,,,,,,,86.0,138.0,1.6
,,2014 - 2015,,,,,,,,,,158.0,331.0,2.09
,,2015 - 2016,,,,,,,,,,41.0,67.0,1.63
,,2016 - 2017,,,,,,,,,,85.0,100.0,1.18
,,2018 - 2019,,,,,,,,,,44.0,60.0,1.36
,,2019 - 2020,,,,,,,,,,123.0,170.0,1.38
,,2020 - 2021,,,,,,,,,,97.0,133.0,1.37
,,2021 - 2022,,,,,,,,,,85.0,114.0,1.34
,,2022 - 2023,,,,,,,,,,62.0,85.0,1.37
,Varanasi,2001 - 2002,,,,12.0,23.0,1.92,,,,,,
,,2003 - 2004,,,,21.0,35.0,1.67,,,,,,
,,2005 - 2006,,,,,,,,,,19.0,24.0,1.26
,,2008 - 2009,,,,,,,,,,1.0,2.0,2.0
,,2009 - 2010,,,,,,,,,,1.0,2.0,2.0
Uttarakhand,Almora,2002 - 2003,,,,4.0,2.0,0.5,,,,,,
,,2003 - 2004,,,,13.0,12.0,0.92,,,,,,
,,2004 - 2005,,,,2.0,2.0,1.0,,,,,,
,,2013 - 2014,,,,9.0,9.0,1.0,,,,,,
,Bageshwar,2002 - 2003,,,,58.0,35.0,0.6,,,,,,
,Chamoli,2003 - 2004,,,,4.0,4.0,1.0,,,,,,
,Dehradun,2000 - 2001,,,,8.0,7.0,0.88,,,,,,
,,2001 - 2002,,,,5.0,5.0,1.0,,,,,,
,,2002 - 2003,,,,24.0,13.0,0.54,,,,,,
,,2003 - 2004,,,,10.0,10.0,1.0,,,,,,
,,2005 - 2006,,,,2.0,2.0,1.0,,,,,,
,,2011 - 2012,,,,4.0,2.0,0.5,,,,,,
,,2012 - 2013,,,,1.0,1.0,1.0,,,,,,
,,2013 - 2014,,,,6.0,6.0,1.0,,,,,,
,,2014 - 2015,,,,,,,1.0,1.0,1.0,,,
,,2015 - 2016,,,,3.0,3.0,1.0,,,,,,
,,2018 - 2019,,,,5.0,3.0,0.6,,,,,,
,,2020 - 2021,,,,2.0,1.0,0.5,,,,,,
,,2021 - 2022,,,,4.0,3.0,0.75,,,,,,
