state,district,year,horse_gram_rabi_area_hectare,horse_gram_rabi_production_tonne,horse_gram_rabi_yield_tonne_per_hectare,horse_gram_kharif_area_hectare,horse_gram_kharif_production_tonne,horse_gram_kharif_yield_tonne_per_hectare,horse_gram_summer_area_hectare,horse_gram_summer_production_tonne,horse_gram_summer_yield_tonne_per_hectare,horse_gram_whole_year_area_hectare,horse_gram_whole_year_production_tonne,horse_gram_whole_year_yield_tonne_per_hectare,horse_gram_winter_area_hectare,horse_gram_winter_production_tonne,horse_gram_winter_yield_tonne_per_hectare
,,2022 - 2023,12.0,7.0,0.58,2.0,1.0,0.5,,,,,,,,,
,Mahabubabad,2019 - 2020,3.0,3.0,1.0,,,,,,,,,,,,
,,2020 - 2021,7.0,12.0,1.71,,,,,,,,,,,,
,,2021 - 2022,6.0,5.0,0.83,,,,,,,,,,,,
,,2022 - 2023,25.0,15.0,0.6,,,,,,,,,,,,
,Mahbubnagar,2000 - 2001,,535.0,0.2,,,0.47,,,,,,,,,
,,2001 - 2002,,753.0,0.33,,,0.4,,,,,,,,,
,,2002 - 2003,,206.0,0.13,,,0.39,,,,,,,,,
,,2003 - 2004,,530.0,0.33,,,0.48,,,,,,,,,
,,2004 - 2005,692.0,224.0,0.32,,,0.48,,,,,,,,,
,,2005 - 2006,432.0,111.0,0.26,,,0.59,,,,,,,,,
,,2006 - 2007,501.0,143.0,0.29,,,0.46,,,,,,,,,
,,2007 - 2008,,,,,,0.67,,,,,,,,,
,,2008 - 2009,294.0,123.0,0.42,,764.0,0.4,,,,,,,,,
,,2009 - 2010,,398.0,0.3,,823.0,0.42,,,,,,,,,
,,2010 - 2011,409.0,165.0,0.4,,557.0,0.46,,,,,,,,,
,,2011 - 2012,480.0,73.0,0.15,831.0,53.0,0.06,,,,,,,,,
,,2012 - 2013,,,,,,0.0,,,,,,,,,
,,2013 - 2014,632.0,302.0,0.48,476.0,296.0,0.62,,,,,,,,,
,,2014 - 2015,464.0,177.0,0.38,503.0,261.0,0.52,,,,,,,,,
,,2015 - 2016,521.0,233.0,0.45,384.0,83.0,0.22,,,,,,,,,
,,2016 - 2017,31.0,12.0,0.39,16.0,6.0,0.38,,,,,,,,,
,,2017 - 2018,66.0,,0.0,138.0,,0.0,,,,,,,,,
,,2018 - 2019,4.0,3.0,0.75,4.0,3.0,0.75,,,,,,,,,
,,2019 - 2020,5.0,4.0,0.8,253.0,220.0,0.87,,,,,,,,,
,,2020 - 2021,17.0,29.0,1.71,200.0,324.0,1.62,,,,,,,,,
,,2021 - 2022,25.0,20.0,0.8,79.0,67.0,0.85,,,,,,,,,
,,2022 - 2023,16.0,10.0,0.63,27.0,17.0,0.63,,,,,,,,,
,Mancherial,2016 - 2017,6.0,2.0,0.33,,,,,,,,,,,,
,,2017 - 2018,,,,3.0,,0.0,,,,,,,,,
,,2018 - 2019,1.0,1.0,1.0,,,,,,,,,,,,
,,2020 - 2021,1.0,1.0,1.0,3.0,5.0,1.67,,,,,,,,,
,,2021 - 2022,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
,,2022 - 2023,1.0,1.0,1.0,,,,,,,,,,,,
,Medak,2000 - 2001,732.0,143.0,0.2,57.0,28.0,0.49,,,,,,,,,
,,2001 - 2002,626.0,207.0,0.33,80.0,29.0,0.36,,,,,,,,,
,,2002 - 2003,412.0,52.0,0.13,17.0,6.0,0.35,,,,,,,,,
,,2003 - 2004,639.0,208.0,0.33,,,,,,,,,,,,
,,2004 - 2005,696.0,226.0,0.32,4.0,2.0,0.5,,,,,,,,,
,,2005 - 2006,568.0,146.0,0.26,,,,,,,,,,,,
,,2006 - 2007,554.0,158.0,0.29,8.0,4.0,0.5,,,,,,,,,
,,2008 - 2009,226.0,94.0,0.42,,,,,,,,,,,,
,,2009 - 2010,105.0,31.0,0.3,,,,,,,,,,,,
,,2010 - 2011,306.0,124.0,0.41,,,,,,,,,,,,
,,2011 - 2012,298.0,46.0,0.15,,,,,,,,,,,,
,,2013 - 2014,302.0,144.0,0.48,,,,,,,,,,,,
,,2014 - 2015,273.0,104.0,0.38,,,,,,,,,,,,
,,2015 - 2016,228.0,102.0,0.45,13.0,3.0,0.23,,,,,,,,,
,,2016 - 2017,10.0,4.0,0.4,42.0,16.0,0.38,,,,,,,,,
,,2017 - 2018,22.0,,0.0,,,,,,,,,,,,
,,2018 - 2019,7.0,4.0,0.57,,,,,,,,,,,,
,,2019 - 2020,5.0,4.0,0.8,3.0,3.0,1.0,,,,,,,,,
,,2020 - 2021,5.0,8.0,1.6,7.0,11.0,1.57,,,,,,,,,
,,2021 - 2022,15.0,12.0,0.8,2.0,1.0,0.5,,,,,,,,,
,,2022 - 2023,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
,Medchal,2019 - 2020,9.0,8.0,0.89,4.0,3.0,0.75,,,,,,,,,
,,2020 - 2021,4.0,6.0,1.5,11.0,18.0,1.64,,,,,,,,,
,,2021 - 2022,3.0,2.0,0.67,4.0,3.0,0.75,,,,,,,,,
,,2022 - 2023,2.0,1.0,0.5,,,,,,,,,,,,
,Mulugu,2021 - 2022,13.0,11.0,0.85,,,,,,,,,,,,
,Nagarkurnool,2016 - 2017,27.0,10.0,0.37,,,,,,,,,,,,
,,2017 - 2018,23.0,,0.0,,,,,,,,,,,,
,,2018 - 2019,83.0,53.0,0.64,,,,,,,,,,,,
,,2019 - 2020,31.0,27.0,0.87,9.0,8.0,0.89,,,,,,,,,
,,2020 - 2021,93.0,150.0,1.61,36.0,57.0,1.58,,,,,,,,,
,,2021 - 2022,105.0,85.0,0.81,19.0,13.0,0.68,,,,,,,,,
,,2022 - 2023,62.0,30.0,0.48,8.0,5.0,0.63,,,,,,,,,
,Nalgonda,2000 - 2001,,388.0,0.2,,,,,,,,,,,,
,,2001 - 2002,,751.0,0.33,,,,,,,,,,,,
,,2002 - 2003,,256.0,0.13,,,,,,,,,,,,
,,2003 - 2004,,,0.33,,,,,,,,,,,,
,,2004 - 2005,,,0.32,,,,,,,,,,,,
,,2005 - 2006,,706.0,0.26,25.0,15.0,0.6,,,,,,,,,
,,2006 - 2007,,773.0,0.29,,,,,,,,,,,,
,,2007 - 2008,,,0.33,,,,,,,,,,,,
,,2008 - 2009,,594.0,0.42,100.0,40.0,0.4,,,,,,,,,
,,2009 - 2010,,730.0,0.3,,,,,,,,,,,,
,,2010 - 2011,,903.0,0.4,,,,,,,,,,,,
,,2011 - 2012,,175.0,0.15,,,,,,,,,,,,
,,2012 - 2013,,,0.5,,,,,,,,,,,,
,,2013 - 2014,,520.0,0.48,,,,,,,,,,,,
,,2014 - 2015,634.0,242.0,0.38,,,,,,,,,,,,
,,2015 - 2016,497.0,223.0,0.45,,,,,,,,,,,,
,,2016 - 2017,573.0,219.0,0.38,,,,,,,,,,,,
,,2017 - 2018,208.0,,0.0,,,,,,,,,,,,
,,2018 - 2019,78.0,49.0,0.63,,,,,,,,,,,,
,,2019 - 2020,96.0,84.0,0.88,,,,,,,,,,,,
,,2020 - 2021,64.0,104.0,1.63,27.0,44.0,1.63,,,,,,,,,
,,2021 - 2022,45.0,43.0,0.96,22.0,15.0,0.68,,,,,,,,,
,,2022 - 2023,13.0,9.0,0.69,3.0,2.0,0.67,,,,,,,,,
,Narayanapet,2018 - 2019,64.0,41.0,0.64,67.0,42.0,0.63,,,,,,,,,
,,2019 - 2020,60.0,52.0,0.87,10.0,9.0,0.9,,,,,,,,,
,,2020 - 2021,36.0,60.0,1.67,10.0,17.0,1.7,,,,,,,,,
,,2021 - 2022,28.0,23.0,0.82,9.0,6.0,0.67,,,,,,,,,
,,2022 - 2023,10.0,7.0,0.7,11.0,7.0,0.64,,,,,,,,,
,Nirmal,2019 - 2020,2.0,2.0,1.0,,,,,,,,,,,,
,,2020 - 2021,2.0,3.0,1.5,5.0,8.0,1.6,,,,,,,,,
,,2021 - 2022,2.0,2.0,1.0,,,,,,,,,,,,
,,2022 - 2023,1.0,1.0,1.0,,,,,,,,,,,,
,Nizamabad,2000 - 2001,18.0,4.0,0.22,,,,,,,,,,,,
,,2001 - 2002,22.0,7.0,0.32,,,,,,,,,,,,
,,2002 - 2003,4.0,1.0,0.25,,,,,,,,,,,,
,,2003 - 2004,318.0,103.0,0.32,,,,,,,,,,,,
,,2004 - 2005,37.0,12.0,0.32,,,,,,,,,,,,
,,2005 - 2006,19.0,5.0,0.26,,,,,,,,,,,,
,,2008 - 2009,147.0,61.0,0.41,13.0,5.0,0.38,,,,,,,,,
,,2009 - 2010,,,,4.0,2.0,0.5,,,,,,,,,
,,2010 - 2011,33.0,13.0,0.39,2.0,1.0,0.5,,,,,,,,,
,,2013 - 2014,,,,12.0,7.0,0.58,,,,,,,,,
,,2015 - 2016,3.0,1.0,0.33,,,,,,,,,,,,
,,2020 - 2021,10.0,16.0,1.6,,,,,,,,,,,,
,,2021 - 2022,6.0,5.0,0.83,,,,,,,,,,,,
,,2022 - 2023,4.0,2.0,0.5,,,,,,,,,,,,
,Peddapalli,2020 - 2021,1.0,1.0,1.0,2.0,4.0,2.0,,,,,,,,,
,,2021 - 2022,,,,1.0,1.0,1.0,,,,,,,,,
,Rajanna,2019 - 2020,5.0,4.0,0.8,,,,,,,,,,,,
,,2020 - 2021,5.0,7.0,1.4,7.0,12.0,1.71,,,,,,,,,
,,2021 - 2022,10.0,8.0,0.8,,,,,,,,,,,,
,,2022 - 2023,2.0,1.0,0.5,4.0,3.0,0.75,,,,,,,,,
,Rangareddi,2000 - 2001,271.0,53.0,0.2,,719.0,0.6,,,,,,,,,
,,2001 - 2002,385.0,127.0,0.33,,335.0,0.22,,,,,,,,,
,,2002 - 2003,455.0,58.0,0.13,825.0,253.0,0.31,,,,,,,,,
,,2003 - 2004,576.0,188.0,0.33,407.0,120.0,0.29,,,,,,,,,
,,2004 - 2005,616.0,200.0,0.32,427.0,146.0,0.34,,,,,,,,,
,,2005 - 2006,404.0,104.0,0.26,350.0,151.0,0.43,,,,,,,,,
,,2006 - 2007,435.0,124.0,0.29,283.0,129.0,0.46,,,,,,,,,
,,2008 - 2009,115.0,48.0,0.42,238.0,95.0,0.4,,,,,,,,,
,,2009 - 2010,214.0,63.0,0.29,167.0,70.0,0.42,,,,,,,,,
,,2010 - 2011,188.0,76.0,0.4,150.0,69.0,0.46,,,,,,,,,
,,2011 - 2012,136.0,21.0,0.15,84.0,5.0,0.06,,,,,,,,,
,,2013 - 2014,96.0,46.0,0.48,19.0,12.0,0.63,,,,,,,,,
,,2014 - 2015,43.0,16.0,0.37,26.0,13.0,0.5,,,,,,,,,
,,2015 - 2016,94.0,42.0,0.45,113.0,24.0,0.21,,,,,,,,,
,,2016 - 2017,131.0,50.0,0.38,82.0,31.0,0.38,,,,,,,,,
,,2017 - 2018,134.0,,0.0,50.0,,0.0,,,,,,,,,
,,2018 - 2019,54.0,34.0,0.63,45.0,29.0,0.64,,,,,,,,,
,,2019 - 2020,29.0,25.0,0.86,105.0,91.0,0.87,,,,,,,,,
,,2020 - 2021,21.0,33.0,1.57,401.0,650.0,1.62,,,,,,,,,
,,2021 - 2022,15.0,12.0,0.8,124.0,76.0,0.61,,,,,,,,,
,,2022 - 2023,5.0,3.0,0.6,32.0,17.0,0.53,,,,,,,,,
,Sangareddy,2016 - 2017,7.0,3.0,0.43,18.0,7.0,0.39,,,,,,,,,
,,2017 - 2018,2.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,30.0,26.0,0.87,7.0,6.0,0.86,,,,,,,,,
,,2020 - 2021,20.0,33.0,1.65,6.0,9.0,1.5,,,,,,,,,
,,2021 - 2022,21.0,17.0,0.81,2.0,1.0,0.5,,,,,,,,,
,,2022 - 2023,1.0,1.0,1.0,,,,,,,,,,,,
,Siddipet,2016 - 2017,81.0,31.0,0.38,,,,,,,,,,,,
,,2017 - 2018,80.0,,0.0,,,,,,,,,,,,
,,2018 - 2019,61.0,39.0,0.64,,,,,,,,,,,,
,,2019 - 2020,28.0,24.0,0.86,,,,,,,,,,,,
,,2020 - 2021,33.0,56.0,1.7,32.0,52.0,1.63,,,,,,,,,
,,2021 - 2022,40.0,33.0,0.83,25.0,17.0,0.68,,,,,,,,,
,,2022 - 2023,25.0,15.0,0.6,17.0,11.0,0.65,,,,,,,,,
,Suryapet,2016 - 2017,160.0,61.0,0.38,,,,,,,,,,,,
,,2017 - 2018,131.0,,0.0,,,,,,,,,,,,
,,2018 - 2019,251.0,159.0,0.63,,,,,,,,,,,,
,,2019 - 2020,30.0,26.0,0.87,,,,,,,,,,,,
,,2020 - 2021,1.0,2.0,2.0,2.0,5.0,2.5,,,,,,,,,
,,2021 - 2022,24.0,13.0,0.54,1.0,1.0,1.0,,,,,,,,,
,,2022 - 2023,5.0,3.0,0.6,,,,,,,,,,,,
,Vikarabad,2016 - 2017,,,,7.0,3.0,0.43,,,,,,,,,
,,2018 - 2019,,,,5.0,3.0,0.6,,,,,,,,,
,,2019 - 2020,,,,5.0,,0.0,,,,,,,,,
,,2020 - 2021,12.0,19.0,1.58,25.0,40.0,1.6,,,,,,,,,
,,2021 - 2022,10.0,8.0,0.8,12.0,8.0,0.67,,,,,,,,,
,,2022 - 2023,5.0,3.0,0.6,7.0,4.0,0.57,,,,,,,,,
,Wanaparthy,2016 - 2017,45.0,17.0,0.38,7.0,3.0,0.43,,,,,,,,,
,,2017 - 2018,11.0,,0.0,1.0,,0.0,,,,,,,,,
,,2018 - 2019,8.0,5.0,0.63,,,,,,,,,,,,
,,2019 - 2020,49.0,43.0,0.88,3.0,3.0,1.0,,,,,,,,,
,,2020 - 2021,18.0,31.0,1.72,10.0,16.0,1.6,,,,,,,,,
,,2021 - 2022,48.0,39.0,0.81,9.0,6.0,0.67,,,,,,,,,
,,2022 - 2023,48.0,29.0,0.6,2.0,1.0,0.5,,,,,,,,,
,Warangal,2000 - 2001,,209.0,0.2,,,,,,,,,,,,
,,2001 - 2002,,393.0,0.33,,,,,,,,,,,,
,,2002 - 2003,870.0,110.0,0.13,,,,,,,,,,,,
,,2003 - 2004,644.0,210.0,0.33,,,,,,,,,,,,
,,2004 - 2005,695.0,225.0,0.32,,,,,,,,,,,,
,,2005 - 2006,639.0,164.0,0.26,,,,,,,,,,,,
,,2006 - 2007,827.0,237.0,0.29,,,,,,,,,,,,
,,2007 - 2008,,,0.0,,,,,,,,,,,,
,,2008 - 2009,495.0,207.0,0.42,,,,,,,,,,,,
,,2009 - 2010,338.0,100.0,0.3,,,,,,,,,,,,
,,2010 - 2011,465.0,188.0,0.4,,,,,,,,,,,,
,,2011 - 2012,300.0,46.0,0.15,,,,,,,,,,,,
,,2012 - 2013,,,0.0,,,,,,,,,,,,
,,2013 - 2014,257.0,123.0,0.48,,,,,,,,,,,,
,,2014 - 2015,279.0,107.0,0.38,,,,,,,,,,,,
,,2015 - 2016,150.0,67.0,0.45,,,,,,,,,,,,
,,2020 - 2021,,,,1.0,1.0,1.0,,,,,,,,,
,,2021 - 2022,1.0,1.0,1.0,,,,,,,,,,,,
,Warangal urban,2020 - 2021,10.0,16.0,1.6,3.0,4.0,1.33,,,,,,,,,
,,2021 - 2022,3.0,2.0,0.67,2.0,1.0,0.5,,,,,,,,,
,,2022 - 2023,2.0,1.0,0.5,,,,,,,,,,,,
,Yadadri,2016 - 2017,133.0,51.0,0.38,,,,,,,,,,,,
,,2017 - 2018,207.0,,0.0,,,,,,,,,,,,
,,2018 - 2019,87.0,55.0,0.63,,,,,,,,,,,,
,,2019 - 2020,39.0,34.0,0.87,24.0,21.0,0.88,,,,,,,,,
,,2020 - 2021,12.0,20.0,1.67,177.0,284.0,1.6,,,,,,,,,
,,2021 - 2022,60.0,49.0,0.82,26.0,20.0,0.77,,,,,,,,,
,,2022 - 2023,10.0,6.0,0.6,9.0,5.0,0.56,,,,,,,,,
Uttarakhand,Almora,2000 - 2001,,,,,684.0,0.55,,,,,,,,,
,,2001 - 2002,,,,,573.0,0.5,,,,,,,,,
,,2002 - 2003,,,,,614.0,0.47,,,,,,,,,
,,2003 - 2004,,,,,,0.8,,,,,,,,,
,,2004 - 2005,,,,,834.0,0.7,,,,,,,,,
,,2005 - 2006,,,,,808.0,0.56,,,,,,,,,
,,2006 - 2007,,,,,968.0,0.76,,,,,,,,,
,,2007 - 2008,,,,,,0.78,,,,,,,,,
,,2008 - 2009,,,,,,0.78,,,,,,,,,
,,2009 - 2010,,,,,,0.78,,,,,,,,,
,,2010 - 2011,,,,,,0.79,,,,,,,,,
,,2011 - 2012,,,,,,0.8,,,,,,,,,
,,2012 - 2013,,,,,,0.8,,,,,,,,,
,,2013 - 2014,,,,,,0.75,,,,,,,,,
,,2014 - 2015,,,,,,0.83,,,,,,,,,
,,2015 - 2016,,,,,,0.81,,,,,,,,,
,,2016 - 2017,,,,,,0.79,,,,,,,,,
,,2017 - 2018,,,,,,0.9,,,,,,,,,
,,2018 - 2019,,,,,,0.98,,,,,,,,,
,,2019 - 2020,,,,,,0.94,,,,,,,,,
,,2020 - 2021,,,,,,1.09,,,,,,,,,
,,2021 - 2022,,,,,,1.24,,,,,,,,,
,,2022 - 2023,,,,,,1.09,,,,,,,,,
,Bageshwar,2000 - 2001,,,,287.0,215.0,0.75,,,,,,,,,
,,2001 - 2002,,,,298.0,158.0,0.53,,,,,,,,,
,,2002 - 2003,,,,151.0,91.0,0.6,,,,,,,,,
,,2003 - 2004,,,,63.0,46.0,0.73,,,,,,,,,
,,2004 - 2005,,,,358.0,251.0,0.7,,,,,,,,,
,,2005 - 2006,,,,29.0,17.0,0.59,,,,,,,,,
,,2006 - 2007,,,,17.0,14.0,0.82,,,,,,,,,
,,2007 - 2008,,,,18.0,17.0,0.94,,,,,,,,,
,,2008 - 2009,,,,255.0,242.0,0.95,,,,,,,,,
,,2009 - 2010,,,,270.0,234.0,0.87,,,,,,,,,
,,2010 - 2011,,,,234.0,214.0,0.91,,,,,,,,,
,,2011 - 2012,,,,239.0,206.0,0.86,,,,,,,,,
,,2012 - 2013,,,,441.0,367.0,0.83,,,,,,,,,
,,2013 - 2014,,,,233.0,119.0,0.51,,,,,,,,,
,,2014 - 2015,,,,191.0,99.0,0.52,,,,,,,,,
,,2015 - 2016,,,,117.0,95.0,0.81,,,,,,,,,
,,2016 - 2017,,,,197.0,155.0,0.79,,,,,,,,,
,,2017 - 2018,,,,188.0,148.0,0.79,,,,,,,,,
,,2018 - 2019,,,,209.0,164.0,0.78,,,,,,,,,
,,2019 - 2020,,,,130.0,122.0,0.94,,,,,,,,,
,,2020 - 2021,,,,250.0,273.0,1.09,,,,,,,,,
,,2021 - 2022,,,,121.0,150.0,1.24,,,,,,,,,
,,2022 - 2023,,,,320.0,350.0,1.09,,,,,,,,,
,Chamoli,2000 - 2001,,,,392.0,235.0,0.6,,,,,,,,,
,,2001 - 2002,,,,321.0,177.0,0.55,,,,,,,,,
,,2002 - 2003,,,,211.0,116.0,0.55,,,,,,,,,
,,2003 - 2004,,,,236.0,198.0,0.84,,,,,,,,,
,,2004 - 2005,,,,366.0,275.0,0.75,,,,,,,,,
,,2005 - 2006,,,,258.0,199.0,0.77,,,,,,,,,
,,2006 - 2007,,,,361.0,188.0,0.52,,,,,,,,,
,,2007 - 2008,,,,310.0,225.0,0.73,,,,,,,,,
,,2008 - 2009,,,,369.0,268.0,0.73,,,,,,,,,
,,2009 - 2010,,,,421.0,220.0,0.52,,,,,,,,,
,,2010 - 2011,,,,406.0,421.0,1.04,,,,,,,,,
,,2011 - 2012,,,,334.0,286.0,0.86,,,,,,,,,
,,2012 - 2013,,,,373.0,404.0,1.08,,,,,,,,,
,,2013 - 2014,,,,318.0,261.0,0.82,,,,,,,,,
,,2014 - 2015,,,,555.0,381.0,0.69,,,,,,,,,
,,2015 - 2016,,,,440.0,400.0,0.91,,,,,,,,,
,,2016 - 2017,,,,457.0,385.0,0.84,,,,,,,,,
,,2017 - 2018,,,,409.0,353.0,0.86,,,,,,,,,
,,2018 - 2019,,,,496.0,436.0,0.88,,,,,,,,,
,,2019 - 2020,,,,414.0,404.0,0.98,,,,,,,,,
,,2020 - 2021,,,,458.0,447.0,0.98,,,,,,,,,
,,2021 - 2022,,,,401.0,410.0,1.02,,,,,,,,,
,,2022 - 2023,,,,424.0,325.0,0.77,,,,,,,,,
,Champawat,2000 - 2001,,,,423.0,212.0,0.5,,,,,,,,,
,,2003 - 2004,,,,196.0,151.0,0.77,,,,,,,,,
,,2004 - 2005,,,,21.0,15.0,0.71,,,,,,,,,
,,2005 - 2006,,,,27.0,17.0,0.63,,,,,,,,,
,,2006 - 2007,,,,5.0,3.0,0.6,,,,,,,,,
,,2007 - 2008,,,,140.0,77.0,0.55,,,,,,,,,
,,2008 - 2009,,,,190.0,105.0,0.55,,,,,,,,,
,,2009 - 2010,,,,98.0,54.0,0.55,,,,,,,,,
,,2010 - 2011,,,,15.0,9.0,0.6,,,,,,,,,
,,2011 - 2012,,,,630.0,365.0,0.58,,,,,,,,,
,,2012 - 2013,,,,785.0,453.0,0.58,,,,,,,,,
,,2013 - 2014,,,,229.0,132.0,0.58,,,,,,,,,
,,2014 - 2015,,,,721.0,831.0,1.15,,,,,,,,,
,,2015 - 2016,,,,,,1.37,,,,,,,,,
,,2016 - 2017,,,,639.0,575.0,0.9,,,,,,,,,
,,2017 - 2018,,,,,,1.08,,,,,,,,,
,,2018 - 2019,,,,854.0,807.0,0.94,,,,,,,,,
,,2019 - 2020,,,,979.0,968.0,0.99,,,,,,,,,
,,2020 - 2021,,,,947.0,,1.25,,,,,,,,,
,,2021 - 2022,,,,770.0,890.0,1.16,,,,,,,,,
,,2022 - 2023,,,,953.0,,1.29,,,,,,,,,
,Dehradun,2000 - 2001,,,,690.0,353.0,0.51,,,,,,,,,
,,2001 - 2002,,,,462.0,208.0,0.45,,,,,,,,,
,,2002 - 2003,,,,511.0,245.0,0.48,,,,,,,,,
,,2003 - 2004,,,,430.0,315.0,0.73,,,,,,,,,
,,2004 - 2005,,,,190.0,143.0,0.75,,,,,,,,,
,,2005 - 2006,,,,475.0,296.0,0.62,,,,,,,,,
,,2006 - 2007,,,,636.0,401.0,0.63,,,,,,,,,
,,2007 - 2008,,,,652.0,619.0,0.95,,,,,,,,,
,,2008 - 2009,,,,561.0,533.0,0.95,,,,,,,,,
,,2009 - 2010,,,,604.0,574.0,0.95,,,,,,,,,
,,2010 - 2011,,,,722.0,614.0,0.85,,,,,,,,,
,,2011 - 2012,,,,717.0,538.0,0.75,,,,,,,,,
,,2012 - 2013,,,,668.0,307.0,0.46,,,,,,,,,
,,2013 - 2014,,,,932.0,420.0,0.45,,,,,,,,,
,,2014 - 2015,,,,917.0,795.0,0.87,,,,,,,,,
,,2015 - 2016,,,,783.0,755.0,0.96,,,,,,,,,
,,2016 - 2017,,,,629.0,503.0,0.8,,,,,,,,,
,,2017 - 2018,,,,757.0,780.0,1.03,,,,,,,,,
,,2018 - 2019,,,,842.0,815.0,0.97,,,,,,,,,
,,2019 - 2020,,,,808.0,832.0,1.03,,,,,,,,,
,,2020 - 2021,,,,762.0,904.0,1.19,,,,,,,,,
,,2021 - 2022,,,,646.0,657.0,1.02,,,,,,,,,
,,2022 - 2023,,,,756.0,799.0,1.06,,,,,,,,,
,Nainital,2000 - 2001,,,,638.0,338.0,0.53,,,,,,,,,
,,2001 - 2002,,,,609.0,305.0,0.5,,,,,,,,,
,,2002 - 2003,,,,443.0,213.0,0.48,,,,,,,,,
,,2003 - 2004,,,,507.0,371.0,0.73,,,,,,,,,
,,2004 - 2005,,,,502.0,351.0,0.7,,,,,,,,,
,,2005 - 2006,,,,688.0,396.0,0.58,,,,,,,,,
,,2006 - 2007,,,,391.0,266.0,0.68,,,,,,,,,
,,2007 - 2008,,,,769.0,577.0,0.75,,,,,,,,,
,,2008 - 2009,,,,800.0,600.0,0.75,,,,,,,,,
,,2009 - 2010,,,,557.0,418.0,0.75,,,,,,,,,
,,2010 - 2011,,,,866.0,659.0,0.76,,,,,,,,,
,,2011 - 2012,,,,557.0,426.0,0.76,,,,,,,,,
,,2012 - 2013,,,,713.0,538.0,0.75,,,,,,,,,
,,2013 - 2014,,,,721.0,505.0,0.7,,,,,,,,,
,,2014 - 2015,,,,755.0,633.0,0.84,,,,,,,,,
,,2015 - 2016,,,,728.0,541.0,0.74,,,,,,,,,
,,2016 - 2017,,,,806.0,752.0,0.93,,,,,,,,,
,,2017 - 2018,,,,878.0,922.0,1.05,,,,,,,,,
,,2018 - 2019,,,,671.0,604.0,0.9,,,,,,,,,
,,2019 - 2020,,,,719.0,712.0,0.99,,,,,,,,,
,,2020 - 2021,,,,871.0,,1.2,,,,,,,,,
,,2021 - 2022,,,,743.0,651.0,0.88,,,,,,,,,
,,2022 - 2023,,,,714.0,644.0,0.9,,,,,,,,,
,Pauri garhwal,2000 - 2001,,,,,911.0,0.55,,,,,,,,,
,,2001 - 2002,,,,,746.0,0.5,,,,,,,,,
,,2002 - 2003,,,,,792.0,0.47,,,,,,,,,
,,2003 - 2004,,,,,,0.62,,,,,,,,,
,,2004 - 2005,,,,,,0.72,,,,,,,,,
,,2005 - 2006,,,,,,0.66,,,,,,,,,
,,2006 - 2007,,,,,,0.7,,,,,,,,,
,,2007 - 2008,,,,,,0.81,,,,,,,,,
,,2008 - 2009,,,,,,0.81,,,,,,,,,
,,2009 - 2010,,,,,677.0,0.36,,,,,,,,,
,,2010 - 2011,,,,,,0.76,,,,,,,,,
,,2011 - 2012,,,,,,0.7,,,,,,,,,
,,2012 - 2013,,,,,,0.59,,,,,,,,,
,,2013 - 2014,,,,,,0.72,,,,,,,,,
,,2014 - 2015,,,,,,0.67,,,,,,,,,
,,2015 - 2016,,,,,,0.8,,,,,,,,,
,,2016 - 2017,,,,,,0.6,,,,,,,,,
,,2017 - 2018,,,,,,0.54,,,,,,,,,
,,2018 - 2019,,,,,,0.8,,,,,,,,,
,,2019 - 2020,,,,,,0.76,,,,,,,,,
,,2020 - 2021,,,,,,0.62,,,,,,,,,
,,2021 - 2022,,,,,,0.82,,,,,,,,,
,,2022 - 2023,,,,,646.0,0.59,,,,,,,,,
,Pithoragarh,2000 - 2001,,,,134.0,80.0,0.6,,,,,,,,,
,,2002 - 2003,,,,267.0,147.0,0.55,,,,,,,,,
,,2003 - 2004,,,,118.0,96.0,0.81,,,,,,,,,
,,2004 - 2005,,,,377.0,279.0,0.74,,,,,,,,,
,,2005 - 2006,,,,323.0,288.0,0.89,,,,,,,,,
,,2006 - 2007,,,,,,0.82,,,,,,,,,
,,2007 - 2008,,,,484.0,392.0,0.81,,,,,,,,,
,,2008 - 2009,,,,543.0,440.0,0.81,,,,,,,,,
,,2009 - 2010,,,,706.0,664.0,0.94,,,,,,,,,
,,2010 - 2011,,,,756.0,989.0,1.31,,,,,,,,,
,,2011 - 2012,,,,583.0,706.0,1.21,,,,,,,,,
,,2012 - 2013,,,,723.0,,1.44,,,,,,,,,
,,2013 - 2014,,,,647.0,924.0,1.43,,,,,,,,,
,,2014 - 2015,,,,809.0,713.0,0.88,,,,,,,,,
,,2015 - 2016,,,,636.0,712.0,1.12,,,,,,,,,
,,2016 - 2017,,,,811.0,672.0,0.83,,,,,,,,,
,,2017 - 2018,,,,627.0,745.0,1.19,,,,,,,,,
,,2018 - 2019,,,,979.0,948.0,0.97,,,,,,,,,
,,2019 - 2020,,,,,,1.19,,,,,,,,,
,,2020 - 2021,,,,817.0,775.0,0.95,,,,,,,,,
,,2021 - 2022,,,,698.0,,1.45,,,,,,,,,
,,2022 - 2023,,,,975.0,,1.23,,,,,,,,,
,Rudra prayag,2000 - 2001,,,,217.0,109.0,0.5,,,,,,,,,
,,2001 - 2002,,,,120.0,54.0,0.45,,,,,,,,,
,,2002 - 2003,,,,142.0,64.0,0.45,,,,,,,,,
