state,district,year,castor_seed_kharif_area_hectare,castor_seed_kharif_production_tonne,castor_seed_kharif_yield_tonne_per_hectare,castor_seed_rabi_area_hectare,castor_seed_rabi_production_tonne,castor_seed_rabi_yield_tonne_per_hectare,castor_seed_whole_year_area_hectare,castor_seed_whole_year_production_tonne,castor_seed_whole_year_yield_tonne_per_hectare
,Baleshwar,2000 - 2001,100.0,50.0,0.5,130.0,40.0,0.31,,,
,,2001 - 2002,120.0,60.0,0.5,150.0,70.0,0.47,,,
,,2002 - 2003,90.0,50.0,0.56,100.0,40.0,0.4,,,
,,2003 - 2004,110.0,50.0,0.45,90.0,40.0,0.44,,,
,,2004 - 2005,74.0,40.0,0.54,86.0,40.0,0.47,,,
,,2019 - 2020,,,,80.0,50.0,0.63,,,
,Bargarh,2001 - 2002,,,,50.0,20.0,0.4,,,
,,2002 - 2003,,,,20.0,10.0,0.5,,,
,,2003 - 2004,10.0,10.0,1.0,,,,,,
,,2004 - 2005,54.0,20.0,0.37,,,,,,
,Bhadrak,2000 - 2001,30.0,20.0,0.67,60.0,30.0,0.5,,,
,,2001 - 2002,,,,80.0,40.0,0.5,,,
,,2002 - 2003,,,,20.0,10.0,0.5,,,
,,2003 - 2004,,,,50.0,30.0,0.6,,,
,,2004 - 2005,10.0,10.0,1.0,55.0,30.0,0.55,,,
,Boudh,2000 - 2001,60.0,50.0,0.83,40.0,30.0,0.75,,,
,,2001 - 2002,20.0,20.0,1.0,40.0,30.0,0.75,,,
,,2002 - 2003,40.0,30.0,0.75,40.0,30.0,0.75,,,
,,2003 - 2004,50.0,30.0,0.6,40.0,20.0,0.5,,,
,,2004 - 2005,48.0,40.0,0.83,53.0,40.0,0.75,,,
,,2019 - 2020,20.0,10.0,0.5,,,,,,
,Cuttack,2000 - 2001,,,,20.0,10.0,0.5,,,
,,2001 - 2002,40.0,20.0,0.5,30.0,30.0,1.0,,,
,,2002 - 2003,110.0,50.0,0.45,,,,,,
,,2003 - 2004,110.0,50.0,0.45,,,,,,
,,2004 - 2005,111.0,60.0,0.54,,,,,,
,,2019 - 2020,10.0,10.0,1.0,,,,,,
,Deogarh,2000 - 2001,80.0,40.0,0.5,50.0,20.0,0.4,,,
,,2001 - 2002,40.0,20.0,0.5,300.0,160.0,0.53,,,
,,2002 - 2003,60.0,30.0,0.5,,,,,,
,,2003 - 2004,60.0,30.0,0.5,40.0,20.0,0.5,,,
,,2004 - 2005,50.0,20.0,0.4,50.0,20.0,0.4,,,
,Dhenkanal,2000 - 2001,420.0,210.0,0.5,450.0,350.0,0.78,,,
,,2002 - 2003,350.0,160.0,0.46,590.0,310.0,0.53,,,
,,2003 - 2004,380.0,170.0,0.45,760.0,410.0,0.54,,,
,,2004 - 2005,380.0,190.0,0.5,526.0,250.0,0.48,,,
,,2019 - 2020,160.0,100.0,0.63,300.0,200.0,0.67,,,
,Gajapati,2000 - 2001,910.0,630.0,0.69,30.0,20.0,0.67,,,
,,2001 - 2002,890.0,520.0,0.58,50.0,30.0,0.6,,,
,,2002 - 2003,850.0,600.0,0.71,30.0,20.0,0.67,,,
,,2003 - 2004,900.0,540.0,0.6,20.0,10.0,0.5,,,
,,2004 - 2005,877.0,500.0,0.57,,,,,,
,,2019 - 2020,140.0,90.0,0.64,40.0,30.0,0.75,,,
,Ganjam,2000 - 2001,,820.0,0.59,250.0,150.0,0.6,,,
,,2001 - 2002,,780.0,0.55,330.0,200.0,0.61,,,
,,2002 - 2003,,440.0,0.38,70.0,40.0,0.57,,,
,,2003 - 2004,,670.0,0.51,200.0,100.0,0.5,,,
,,2004 - 2005,,790.0,0.62,197.0,120.0,0.61,,,
,,2019 - 2020,,660.0,0.63,70.0,50.0,0.71,,,
,Jagatsinghapur,2000 - 2001,110.0,50.0,0.45,20.0,10.0,0.5,,,
,,2001 - 2002,,,,60.0,30.0,0.5,,,
,,2002 - 2003,,,,50.0,30.0,0.6,,,
,,2003 - 2004,30.0,10.0,0.33,30.0,20.0,0.67,,,
,,2004 - 2005,,,,43.0,20.0,0.47,,,
,Jajapur,2000 - 2001,30.0,10.0,0.33,220.0,110.0,0.5,,,
,,2001 - 2002,40.0,20.0,0.5,240.0,120.0,0.5,,,
,,2002 - 2003,,,,120.0,50.0,0.42,,,
,,2003 - 2004,50.0,20.0,0.4,180.0,80.0,0.44,,,
,,2004 - 2005,45.0,20.0,0.44,202.0,130.0,0.64,,,
,,2019 - 2020,20.0,100.0,5.0,10.0,10.0,1.0,,,
,Jharsuguda,2000 - 2001,,,,20.0,10.0,0.5,,,
,,2001 - 2002,,,,40.0,20.0,0.5,,,
,,2002 - 2003,,,,120.0,40.0,0.33,,,
,,2003 - 2004,,,,30.0,10.0,0.33,,,
,,2004 - 2005,59.0,20.0,0.34,52.0,20.0,0.38,,,
,Kalahandi,2000 - 2001,920.0,710.0,0.77,,,0.66,,,
,,2001 - 2002,,,0.87,,,0.95,,,
,,2002 - 2003,,810.0,0.64,920.0,660.0,0.72,,,
,,2003 - 2004,,,0.83,790.0,380.0,0.48,,,
,,2004 - 2005,,,0.8,,,0.81,,,
,,2019 - 2020,470.0,290.0,0.62,310.0,200.0,0.65,,,
,Kandhamal,2000 - 2001,320.0,250.0,0.78,,,,,,
,,2001 - 2002,410.0,310.0,0.76,,,,,,
,,2002 - 2003,380.0,310.0,0.82,,,,,,
,,2003 - 2004,350.0,270.0,0.77,,,,,,
,,2004 - 2005,409.0,320.0,0.78,,,,,,
,,2019 - 2020,140.0,90.0,0.64,,,,,,
,Kendrapara,2000 - 2001,,,,10.0,10.0,1.0,,,
,,2001 - 2002,,,,40.0,20.0,0.5,,,
,,2002 - 2003,,,,30.0,20.0,0.67,,,
,,2003 - 2004,,,,30.0,10.0,0.33,,,
,,2004 - 2005,,,,25.0,10.0,0.4,,,
,Kendujhar,2000 - 2001,360.0,230.0,0.64,60.0,40.0,0.67,,,
,,2001 - 2002,210.0,140.0,0.67,90.0,70.0,0.78,,,
,,2002 - 2003,140.0,100.0,0.71,50.0,40.0,0.8,,,
,,2003 - 2004,150.0,110.0,0.73,60.0,50.0,0.83,,,
,,2004 - 2005,265.0,200.0,0.75,,,,,,
,Khordha,2000 - 2001,30.0,20.0,0.67,,,,,,
,,2001 - 2002,20.0,10.0,0.5,,,,,,
,,2002 - 2003,20.0,10.0,0.5,,,,,,
,,2003 - 2004,20.0,10.0,0.5,20.0,10.0,0.5,,,
,,2004 - 2005,15.0,,0.0,20.0,10.0,0.5,,,
,Koraput,2000 - 2001,,240.0,0.24,,530.0,0.3,,,
,,2001 - 2002,950.0,210.0,0.22,,460.0,0.35,,,
,,2002 - 2003,,240.0,0.24,,320.0,0.29,,,
,,2003 - 2004,,240.0,0.24,,290.0,0.29,,,
,,2004 - 2005,,240.0,0.24,600.0,170.0,0.28,,,
,,2019 - 2020,590.0,370.0,0.63,330.0,220.0,0.67,,,
,Malkangiri,2000 - 2001,170.0,50.0,0.29,260.0,110.0,0.42,,,
,,2001 - 2002,280.0,60.0,0.21,280.0,120.0,0.43,,,
,,2002 - 2003,130.0,40.0,0.31,120.0,60.0,0.5,,,
,,2003 - 2004,130.0,40.0,0.31,100.0,50.0,0.5,,,
,,2004 - 2005,125.0,30.0,0.24,145.0,50.0,0.34,,,
,,2019 - 2020,110.0,70.0,0.64,,,,,,
,Mayurbhanj,2000 - 2001,410.0,190.0,0.46,20.0,10.0,0.5,,,
,,2001 - 2002,280.0,130.0,0.46,50.0,20.0,0.4,,,
,,2002 - 2003,290.0,140.0,0.48,30.0,10.0,0.33,,,
,,2003 - 2004,380.0,180.0,0.47,40.0,20.0,0.5,,,
,,2004 - 2005,522.0,240.0,0.46,40.0,20.0,0.5,,,
,,2019 - 2020,300.0,180.0,0.6,,,,,,
,Nabarangpur,2000 - 2001,220.0,160.0,0.73,,860.0,0.43,,,
,,2001 - 2002,250.0,230.0,0.92,,940.0,0.44,,,
,,2002 - 2003,210.0,120.0,0.57,,550.0,0.35,,,
,,2003 - 2004,200.0,60.0,0.3,,670.0,0.42,,,
,,2004 - 2005,169.0,100.0,0.59,,700.0,0.44,,,
,,2019 - 2020,190.0,120.0,0.63,800.0,510.0,0.64,,,
,Nayagarh,2000 - 2001,80.0,50.0,0.63,70.0,40.0,0.57,,,
,,2001 - 2002,80.0,50.0,0.63,80.0,50.0,0.63,,,
,,2002 - 2003,60.0,30.0,0.5,30.0,20.0,0.67,,,
,,2003 - 2004,50.0,20.0,0.4,30.0,20.0,0.67,,,
,,2004 - 2005,55.0,20.0,0.36,21.0,10.0,0.48,,,
,,2019 - 2020,100.0,60.0,0.6,,,,,,
,Nuapada,2000 - 2001,,600.0,0.44,280.0,90.0,0.32,,,
,,2001 - 2002,,190.0,0.17,780.0,270.0,0.35,,,
,,2002 - 2003,180.0,20.0,0.11,260.0,30.0,0.12,,,
,,2003 - 2004,,220.0,0.18,280.0,120.0,0.43,,,
,,2004 - 2005,,230.0,0.18,266.0,110.0,0.41,,,
,,2019 - 2020,600.0,380.0,0.63,80.0,60.0,0.75,,,
,Puri,2004 - 2005,7.0,,0.0,,,,,,
,,2019 - 2020,10.0,10.0,1.0,,,,,,
,Rayagada,2000 - 2001,590.0,180.0,0.31,480.0,190.0,0.4,,,
,,2001 - 2002,540.0,190.0,0.35,360.0,170.0,0.47,,,
,,2002 - 2003,490.0,120.0,0.24,220.0,80.0,0.36,,,
,,2003 - 2004,580.0,180.0,0.31,240.0,100.0,0.42,,,
,,2004 - 2005,622.0,190.0,0.31,287.0,90.0,0.31,,,
,,2019 - 2020,470.0,290.0,0.62,110.0,80.0,0.73,,,
,Sambalpur,2000 - 2001,110.0,30.0,0.27,20.0,10.0,0.5,,,
,,2001 - 2002,60.0,20.0,0.33,340.0,150.0,0.44,,,
,,2002 - 2003,80.0,30.0,0.38,240.0,110.0,0.46,,,
,,2003 - 2004,90.0,40.0,0.44,270.0,120.0,0.44,,,
,,2004 - 2005,96.0,40.0,0.42,288.0,130.0,0.45,,,
,,2019 - 2020,10.0,10.0,1.0,,,,,,
,Sonepur,2000 - 2001,30.0,10.0,0.33,20.0,10.0,0.5,,,
,,2001 - 2002,40.0,20.0,0.5,20.0,10.0,0.5,,,
,,2002 - 2003,30.0,10.0,0.33,,,,,,
,,2003 - 2004,30.0,10.0,0.33,,,,,,
,,2004 - 2005,28.0,10.0,0.36,7.0,,0.0,,,
,,2019 - 2020,30.0,20.0,0.67,,,,,,
,Sundargarh,2000 - 2001,310.0,140.0,0.45,270.0,70.0,0.26,,,
,,2001 - 2002,300.0,120.0,0.4,190.0,60.0,0.32,,,
,,2002 - 2003,250.0,80.0,0.32,310.0,80.0,0.26,,,
,,2003 - 2004,410.0,190.0,0.46,110.0,30.0,0.27,,,
,,2004 - 2005,348.0,120.0,0.34,165.0,40.0,0.24,,,
,,2019 - 2020,80.0,40.0,0.5,90.0,60.0,0.67,,,
Rajasthan,Ajmer,2000 - 2001,596.0,98.0,0.16,,,,,,
,,2001 - 2002,35.0,22.0,0.63,,,,,,
,,2002 - 2003,14.0,,0.0,,,,,,
,,2003 - 2004,17.0,13.0,0.76,,,,,,
,,2004 - 2005,18.0,7.0,0.39,,,,,,
,,2005 - 2006,164.0,,0.0,,,,,,
,,2006 - 2007,15.0,15.0,1.0,,,,,,
,,2007 - 2008,19.0,16.0,0.84,,,,,,
,,2008 - 2009,36.0,26.0,0.72,,,,,,
,,2009 - 2010,93.0,13.0,0.14,,,,,,
,,2010 - 2011,119.0,38.0,0.32,,,,,,
,,2011 - 2012,,65.0,0.06,,,,,,
,,2012 - 2013,262.0,441.0,1.68,,,,,,
,,2013 - 2014,90.0,68.0,0.76,,,,,,
,,2014 - 2015,167.0,246.0,1.47,,,,,,
,,2015 - 2016,310.0,574.0,1.85,,,,,,
,,2016 - 2017,93.0,209.0,2.25,,,,,,
,,2017 - 2018,135.0,138.0,1.02,,,,,,
,,2018 - 2019,207.0,210.0,1.01,,,,,,
,,2019 - 2020,678.0,205.0,0.3,,,,,,
,,2020 - 2021,100.0,101.0,1.01,,,,,,
,,2021 - 2022,43.0,25.0,0.58,,,,,,
,,2022 - 2023,154.0,227.0,1.47,,,,,,
,Alwar,2000 - 2001,1.0,,0.0,,,,,,
,,2001 - 2002,3.0,1.0,0.33,,,,,,
,,2005 - 2006,3.0,3.0,1.0,,,,,,
,,2012 - 2013,1.0,,0.0,,,,,,
,,2013 - 2014,7.0,4.0,0.57,,,,,,
,,2014 - 2015,2.0,2.0,1.0,,,,,,
,,2015 - 2016,2.0,2.0,1.0,,,,,,
,,2018 - 2019,5.0,3.0,0.6,,,,,,
,,2019 - 2020,8.0,1.0,0.13,,,,,,
,,2020 - 2021,8.0,20.0,2.5,,,,,,
,Banswara,2000 - 2001,60.0,17.0,0.28,,,,,,
,,2001 - 2002,47.0,18.0,0.38,,,,,,
,,2002 - 2003,11.0,,0.0,,,,,,
,,2003 - 2004,14.0,5.0,0.36,,,,,,
,,2004 - 2005,21.0,8.0,0.38,,,,,,
,,2005 - 2006,31.0,7.0,0.23,,,,,,
,,2006 - 2007,2.0,,0.0,,,,,,
,,2007 - 2008,1.0,,0.0,,,,,,
,,2008 - 2009,5.0,1.0,0.2,,,,,,
,,2009 - 2010,5.0,2.0,0.4,,,,,,
,,2010 - 2011,31.0,6.0,0.19,,,,,,
,,2011 - 2012,32.0,,0.0,,,,,,
,,2012 - 2013,7.0,3.0,0.43,,,,,,
,,2013 - 2014,3.0,,0.0,,,,,,
,,2014 - 2015,6.0,1.0,0.17,,,,,,
,,2015 - 2016,6.0,2.0,0.33,,,,,,
,,2016 - 2017,9.0,4.0,0.44,,,,,,
,,2017 - 2018,7.0,3.0,0.43,,,,,,
,,2018 - 2019,16.0,6.0,0.38,,,,,,
,,2019 - 2020,7.0,3.0,0.43,,,,,,
,,2020 - 2021,16.0,5.0,0.31,,,,,,
,,2021 - 2022,29.0,8.0,0.28,,,,,,
,,2022 - 2023,31.0,11.0,0.35,,,,,,
,Baran,2000 - 2001,4.0,1.0,0.25,,,,,,
,,2001 - 2002,2.0,0.0,0.0,,,,,,
,,2003 - 2004,13.0,17.0,1.31,,,,,,
,,2004 - 2005,1.0,1.0,1.0,,,,,,
,,2009 - 2010,2.0,8.0,4.0,,,,,,
,,2011 - 2012,2.0,2.0,1.0,,,,,,
,,2013 - 2014,3.0,1.0,0.33,,,,,,
,,2016 - 2017,1.0,2.0,2.0,,,,,,
,Barmer,2000 - 2001,,,0.65,,,,,,
,,2001 - 2002,,,0.9,,,,,,
,,2002 - 2003,,,1.0,,,,,,
,,2003 - 2004,,,1.24,,,,,,
,,2004 - 2005,,,0.88,,,,,,
,,2005 - 2006,,,0.48,,,,,,
,,2006 - 2007,,,0.8,,,,,,
,,2007 - 2008,,,0.81,,,,,,
,,2008 - 2009,,,0.8,,,,,,
,,2009 - 2010,,,0.51,,,,,,
,,2010 - 2011,,,0.81,,,,,,
,,2011 - 2012,,,0.78,,,,,,
,,2012 - 2013,,,0.67,,,,,,
,,2013 - 2014,,,1.33,,,,,,
,,2014 - 2015,,,0.85,,,,,,
,,2015 - 2016,,,1.14,,,,,,
,,2016 - 2017,,,0.7,,,,,,
,,2017 - 2018,,,1.38,,,,,,
,,2018 - 2019,,,1.3,,,,,,
,,2019 - 2020,,,1.19,,,,,,
,,2020 - 2021,,,1.26,,,,,,
,,2021 - 2022,,,1.04,,,,,,
,,2022 - 2023,,,1.2,,,,,,
,Bharatpur,2000 - 2001,22.0,16.0,0.73,,,,,,
,,2001 - 2002,3.0,2.0,0.67,,,,,,
,,2002 - 2003,9.0,3.0,0.33,,,,,,
,,2003 - 2004,25.0,23.0,0.92,,,,,,
,,2004 - 2005,4.0,4.0,1.0,,,,,,
,,2005 - 2006,3.0,3.0,1.0,,,,,,
,,2006 - 2007,12.0,9.0,0.75,,,,,,
,,2007 - 2008,23.0,3.0,0.13,,,,,,
,,2008 - 2009,14.0,9.0,0.64,,,,,,
,,2009 - 2010,6.0,5.0,0.83,,,,,,
,,2010 - 2011,14.0,14.0,1.0,,,,,,
,,2011 - 2012,183.0,183.0,1.0,,,,,,
,,2012 - 2013,54.0,45.0,0.83,,,,,,
,,2013 - 2014,23.0,51.0,2.22,,,,,,
,,2014 - 2015,21.0,48.0,2.29,,,,,,
,,2015 - 2016,5.0,12.0,2.4,,,,,,
,,2016 - 2017,15.0,15.0,1.0,,,,,,
,,2017 - 2018,15.0,15.0,1.0,,,,,,
,,2018 - 2019,10.0,10.0,1.0,,,,,,
,,2019 - 2020,8.0,8.0,1.0,,,,,,
,,2020 - 2021,9.0,18.0,2.0,,,,,,
,,2021 - 2022,6.0,12.0,2.0,,,,,,
,Bhilwara,2000 - 2001,32.0,15.0,0.47,,,,,,
,,2001 - 2002,4.0,1.0,0.25,,,,,,
,,2002 - 2003,12.0,1.0,0.08,,,,,,
,,2003 - 2004,77.0,65.0,0.84,,,,,,
,,2004 - 2005,34.0,32.0,0.94,,,,,,
,,2005 - 2006,21.0,36.0,1.71,,,,,,
,,2006 - 2007,13.0,3.0,0.23,,,,,,
,,2007 - 2008,14.0,2.0,0.14,,,,,,
,,2008 - 2009,16.0,11.0,0.69,,,,,,
,,2009 - 2010,29.0,,0.0,,,,,,
,,2010 - 2011,15.0,6.0,0.4,,,,,,
,,2011 - 2012,337.0,172.0,0.51,,,,,,
,,2012 - 2013,94.0,80.0,0.85,,,,,,
,,2013 - 2014,41.0,23.0,0.56,,,,,,
,,2014 - 2015,67.0,33.0,0.49,,,,,,
,,2015 - 2016,62.0,30.0,0.48,,,,,,
,,2016 - 2017,30.0,29.0,0.97,,,,,,
,,2017 - 2018,15.0,5.0,0.33,,,,,,
,,2018 - 2019,38.0,38.0,1.0,,,,,,
,,2019 - 2020,85.0,44.0,0.52,,,,,,
,,2020 - 2021,41.0,38.0,0.93,,,,,,
,,2021 - 2022,21.0,9.0,0.43,,,,,,
,,2022 - 2023,19.0,19.0,1.0,,,,,,
,Bikaner,2000 - 2001,38.0,17.0,0.45,,,,,,
,,2001 - 2002,60.0,30.0,0.5,,,,,,
,,2002 - 2003,32.0,14.0,0.44,,,,,,
,,2003 - 2004,334.0,153.0,0.46,,,,,,
,,2004 - 2005,192.0,48.0,0.25,,,,,,
,,2005 - 2006,361.0,304.0,0.84,,,,,,
,,2006 - 2007,104.0,88.0,0.85,,,,,,
,,2007 - 2008,145.0,145.0,1.0,,,,,,
,,2008 - 2009,81.0,81.0,1.0,,,,,,
,,2009 - 2010,93.0,41.0,0.44,,,,,,
,,2010 - 2011,145.0,144.0,0.99,,,,,,
,,2011 - 2012,581.0,577.0,0.99,,,,,,
,,2012 - 2013,222.0,213.0,0.96,,,,,,
,,2013 - 2014,28.0,28.0,1.0,,,,,,
,,2014 - 2015,52.0,52.0,1.0,,,,,,
,,2015 - 2016,140.0,135.0,0.96,,,,,,
,,2016 - 2017,98.0,118.0,1.2,,,,,,
,,2017 - 2018,122.0,159.0,1.3,,,,,,
,,2018 - 2019,256.0,272.0,1.06,,,,,,
,,2019 - 2020,673.0,378.0,0.56,,,,,,
,,2020 - 2021,471.0,341.0,0.72,,,,,,
,,2021 - 2022,360.0,513.0,1.43,,,,,,
,,2022 - 2023,257.0,982.0,3.82,,,,,,
,Bundi,2000 - 2001,5.0,1.0,0.2,,,,,,
,,2002 - 2003,19.0,5.0,0.26,,,,,,
,,2003 - 2004,48.0,48.0,1.0,,,,,,
,,2004 - 2005,1.0,1.0,1.0,,,,,,
,,2005 - 2006,7.0,7.0,1.0,,,,,,
,,2011 - 2012,21.0,21.0,1.0,,,,,,
,,2012 - 2013,9.0,9.0,1.0,,,,,,
,,2017 - 2018,4.0,4.0,1.0,,,,,,
,,2019 - 2020,2.0,4.0,2.0,,,,,,
,,2020 - 2021,4.0,6.0,1.5,,,,,,
,,2021 - 2022,1.0,2.0,2.0,,,,,,
,Chittorgarh,2000 - 2001,43.0,11.0,0.26,,,,,,
,,2001 - 2002,9.0,5.0,0.56,,,,,,
,,2002 - 2003,8.0,1.0,0.13,,,,,,
,,2003 - 2004,13.0,8.0,0.62,,,,,,
,,2004 - 2005,10.0,10.0,1.0,,,,,,
,,2005 - 2006,7.0,6.0,0.86,,,,,,
,,2006 - 2007,5.0,4.0,0.8,,,,,,
,,2007 - 2008,5.0,,0.0,,,,,,
,,2009 - 2010,27.0,13.0,0.48,,,,,,
,,2010 - 2011,6.0,5.0,0.83,,,,,,
,,2011 - 2012,26.0,37.0,1.42,,,,,,
,,2012 - 2013,1.0,1.0,1.0,,,,,,
,,2013 - 2014,4.0,,0.0,,,,,,
,,2014 - 2015,5.0,5.0,1.0,,,,,,
,,2015 - 2016,6.0,,0.0,,,,,,
,,2018 - 2019,5.0,5.0,1.0,,,,,,
,,2019 - 2020,2.0,2.0,1.0,,,,,,
,,2021 - 2022,1.0,1.0,1.0,,,,,,
,Churu,2000 - 2001,2.0,,0.0,,,,,,
,,2003 - 2004,10.0,5.0,0.5,,,,,,
,,2004 - 2005,308.0,19.0,0.06,,,,,,
,,2005 - 2006,197.0,76.0,0.39,,,,,,
,,2006 - 2007,19.0,4.0,0.21,,,,,,
,,2007 - 2008,1.0,,0.0,,,,,,
,,2011 - 2012,11.0,4.0,0.36,,,,,,
,,2012 - 2013,6.0,5.0,0.83,,,,,,
,,2014 - 2015,1.0,2.0,2.0,,,,,,
,,2015 - 2016,3.0,4.0,1.33,,,,,,
,,2018 - 2019,3.0,6.0,2.0,,,,,,
,,2019 - 2020,50.0,38.0,0.76,,,,,,
,,2020 - 2021,16.0,20.0,1.25,,,,,,
,,2021 - 2022,7.0,16.0,2.29,,,,,,
,,2022 - 2023,11.0,15.0,1.36,,,,,,
,Dausa,2005 - 2006,3.0,3.0,1.0,,,,,,
,,2006 - 2007,2.0,1.0,0.5,,,,,,
,,2009 - 2010,1.0,1.0,1.0,,,,,,
,,2012 - 2013,5.0,10.0,2.0,,,,,,
,,2017 - 2018,1.0,1.0,1.0,,,,,,
,Dholpur,2000 - 2001,39.0,85.0,2.18,,,,,,
,,2001 - 2002,2.0,3.0,1.5,,,,,,
,,2002 - 2003,3.0,2.0,0.67,,,,,,
,,2005 - 2006,2.0,2.0,1.0,,,,,,
,,2006 - 2007,2.0,2.0,1.0,,,,,,
,,2009 - 2010,4.0,,0.0,,,,,,
,,2010 - 2011,1.0,1.0,1.0,,,,,,
,,2013 - 2014,9.0,11.0,1.22,,,,,,
,,2014 - 2015,8.0,10.0,1.25,,,,,,
,,2016 - 2017,8.0,8.0,1.0,,,,,,
,,2017 - 2018,15.0,15.0,1.0,,,,,,
,,2018 - 2019,5.0,5.0,1.0,,,,,,
,Dungarpur,2000 - 2001,112.0,18.0,0.16,,,,,,
,,2001 - 2002,40.0,6.0,0.15,,,,,,
,,2002 - 2003,4.0,,0.0,,,,,,
,,2003 - 2004,75.0,75.0,1.0,,,,,,
,,2004 - 2005,337.0,159.0,0.47,,,,,,
,,2005 - 2006,294.0,51.0,0.17,,,,,,
,,2006 - 2007,226.0,45.0,0.2,,,,,,
,,2007 - 2008,199.0,199.0,1.0,,,,,,
,,2008 - 2009,94.0,16.0,0.17,,,,,,
,,2009 - 2010,110.0,2.0,0.02,,,,,,
,,2010 - 2011,32.0,24.0,0.75,,,,,,
,,2011 - 2012,549.0,124.0,0.23,,,,,,
,,2012 - 2013,435.0,435.0,1.0,,,,,,
,,2013 - 2014,352.0,321.0,0.91,,,,,,
,,2014 - 2015,356.0,330.0,0.93,,,,,,
,,2015 - 2016,231.0,222.0,0.96,,,,,,
,,2016 - 2017,224.0,224.0,1.0,,,,,,
,,2017 - 2018,157.0,157.0,1.0,,,,,,
,,2018 - 2019,93.0,93.0,1.0,,,,,,
,,2019 - 2020,92.0,8.0,0.09,,,,,,
,,2020 - 2021,94.0,94.0,1.0,,,,,,
,,2021 - 2022,202.0,202.0,1.0,,,,,,
,,2022 - 2023,7.0,6.0,0.86,,,,,,
,Ganganagar,2000 - 2001,2.0,,0.0,,,,,,
,,2001 - 2002,37.0,18.0,0.49,,,,,,
,,2002 - 2003,56.0,48.0,0.86,,,,,,
,,2003 - 2004,,,0.69,,,,,,
,,2004 - 2005,862.0,,1.84,,,,,,
,,2005 - 2006,,468.0,0.19,,,,,,
,,2006 - 2007,,,1.34,,,,,,
,,2007 - 2008,346.0,434.0,1.25,,,,,,
,,2008 - 2009,841.0,,1.38,,,,,,
,,2009 - 2010,965.0,674.0,0.7,,,,,,
,,2010 - 2011,,,0.69,,,,,,
,,2011 - 2012,,,0.52,,,,,,
,,2012 - 2013,728.0,400.0,0.55,,,,,,
,,2013 - 2014,92.0,360.0,3.91,,,,,,
,,2014 - 2015,91.0,259.0,2.85,,,,,,
,,2015 - 2016,229.0,424.0,1.85,,,,,,
,,2016 - 2017,430.0,851.0,1.98,,,,,,
,,2017 - 2018,196.0,510.0,2.6,,,,,,
,,2018 - 2019,290.0,609.0,2.1,,,,,,
,,2019 - 2020,585.0,,1.85,,,,,,
,,2020 - 2021,143.0,312.0,2.18,,,,,,
,,2021 - 2022,88.0,153.0,1.74,,,,,,
,,2022 - 2023,87.0,434.0,4.99,,,,,,
,Hanumangarh,2000 - 2001,29.0,15.0,0.52,,,,,,
,,2001 - 2002,53.0,39.0,0.74,,,,,,
,,2002 - 2003,320.0,121.0,0.38,,,,,,
,,2003 - 2004,,,1.27,,,,,,
,,2004 - 2005,,,0.79,,,,,,
,,2005 - 2006,,,1.78,,,,,,
,,2006 - 2007,,,1.39,,,,,,
,,2007 - 2008,,,2.01,,,,,,
,,2008 - 2009,,,1.87,,,,,,
,,2009 - 2010,,,1.36,,,,,,
,,2010 - 2011,,,1.74,,,,,,
,,2011 - 2012,,,1.88,,,,,,
,,2012 - 2013,777.0,,1.89,,,,,,
,,2013 - 2014,197.0,283.0,1.44,,,,,,
,,2014 - 2015,171.0,356.0,2.08,,,,,,
,,2015 - 2016,870.0,,1.97,,,,,,
,,2016 - 2017,,,2.68,,,,,,
,,2017 - 2018,,,2.55,,,,,,
,,2018 - 2019,,,2.24,,,,,,
,,2019 - 2020,,,1.41,,,,,,
,,2020 - 2021,963.0,,1.36,,,,,,
,,2021 - 2022,805.0,,2.57,,,,,,
,,2022 - 2023,473.0,,2.37,,,,,,
,Jaipur,2000 - 2001,44.0,22.0,0.5,,,,,,
,,2001 - 2002,14.0,13.0,0.93,,,,,,
,,2002 - 2003,18.0,1.0,0.06,,,,,,
,,2003 - 2004,12.0,9.0,0.75,,,,,,
,,2004 - 2005,14.0,14.0,1.0,,,,,,
,,2005 - 2006,10.0,6.0,0.6,,,,,,
,,2006 - 2007,416.0,415.0,1.0,,,,,,
,,2007 - 2008,20.0,19.0,0.95,,,,,,
,,2008 - 2009,40.0,23.0,0.58,,,,,,
,,2009 - 2010,81.0,1.0,0.01,,,,,,
,,2010 - 2011,21.0,21.0,1.0,,,,,,
,,2011 - 2012,27.0,25.0,0.93,,,,,,
,,2012 - 2013,9.0,9.0,1.0,,,,,,
,,2013 - 2014,14.0,12.0,0.86,,,,,,
,,2014 - 2015,12.0,6.0,0.5,,,,,,
,,2015 - 2016,9.0,5.0,0.56,,,,,,
,,2016 - 2017,1.0,1.0,1.0,,,,,,
,,2019 - 2020,4.0,,0.0,,,,,,
,,2021 - 2022,12.0,8.0,0.67,,,,,,
,Jaisalmer,2000 - 2001,113.0,33.0,0.29,,,,,,
,,2001 - 2002,90.0,19.0,0.21,,,,,,
,,2002 - 2003,85.0,5.0,0.06,,,,,,
,,2003 - 2004,195.0,54.0,0.28,,,,,,
,,2004 - 2005,487.0,139.0,0.29,,,,,,
,,2005 - 2006,,742.0,0.64,,,,,,
,,2006 - 2007,683.0,270.0,0.4,,,,,,
,,2007 - 2008,844.0,251.0,0.3,,,,,,
