state,district,year,rice_autumn_yield_tonne_per_hectare
,,2020 - 2021,2.15
,,2021 - 2022,1.7
,,2022 - 2023,1.62
,Balangir,2000 - 2001,0.26
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.77
,,2005 - 2006,0.76
,,2006 - 2007,1.03
,,2007 - 2008,1.3
,,2008 - 2009,1.05
,,2009 - 2010,1.03
,,2010 - 2011,1.03
,,2011 - 2012,0.26
,,2012 - 2013,2.08
,,2013 - 2014,2.1
,,2014 - 2015,2.68
,,2015 - 2016,0.66
,,2016 - 2017,1.27
,,2017 - 2018,0.44
,,2018 - 2019,1.36
,,2019 - 2020,1.58
,,2020 - 2021,1.69
,,2021 - 2022,0.91
,,2022 - 2023,1.43
,Baleshwar,2000 - 2001,1.45
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.0
,,2005 - 2006,2.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,1.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bargarh,2000 - 2001,0.19
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.92
,,2005 - 2006,0.98
,,2006 - 2007,1.08
,,2007 - 2008,1.06
,,2008 - 2009,0.88
,,2009 - 2010,1.12
,,2010 - 2011,0.8
,,2011 - 2012,0.77
,,2012 - 2013,2.02
,,2013 - 2014,1.21
,,2014 - 2015,1.93
,,2015 - 2016,0.39
,,2016 - 2017,0.7
,,2017 - 2018,0.17
,,2018 - 2019,1.29
,,2019 - 2020,1.35
,,2020 - 2021,1.65
,,2021 - 2022,0.36
,,2022 - 2023,3.03
,Bhadrak,2000 - 2001,1.16
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.15
,,2021 - 2022,
,,2022 - 2023,
,Boudh,2000 - 2001,0.51
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.91
,,2005 - 2006,0.9
,,2006 - 2007,1.2
,,2007 - 2008,1.09
,,2008 - 2009,1.0
,,2009 - 2010,1.14
,,2010 - 2011,0.71
,,2011 - 2012,0.6
,,2012 - 2013,1.33
,,2013 - 2014,1.14
,,2014 - 2015,1.4
,,2015 - 2016,0.6
,,2016 - 2017,2.11
,,2017 - 2018,1.03
,,2018 - 2019,2.01
,,2019 - 2020,2.03
,,2020 - 2021,2.77
,,2021 - 2022,2.26
,,2022 - 2023,2.39
,Cuttack,2000 - 2001,1.27
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.31
,,2005 - 2006,1.5
,,2006 - 2007,1.17
,,2007 - 2008,1.0
,,2008 - 2009,0.63
,,2009 - 2010,1.5
,,2010 - 2011,1.0
,,2011 - 2012,0.67
,,2012 - 2013,2.13
,,2013 - 2014,1.0
,,2014 - 2015,2.0
,,2015 - 2016,1.5
,,2016 - 2017,1.79
,,2017 - 2018,1.02
,,2018 - 2019,1.61
,,2019 - 2020,2.4
,,2020 - 2021,2.08
,,2021 - 2022,1.79
,,2022 - 2023,1.98
,Deogarh,2000 - 2001,0.41
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.61
,,2005 - 2006,0.91
,,2006 - 2007,0.9
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,0.81
,,2010 - 2011,0.53
,,2011 - 2012,1.07
,,2012 - 2013,2.06
,,2013 - 2014,1.75
,,2014 - 2015,2.35
,,2015 - 2016,1.21
,,2016 - 2017,1.28
,,2017 - 2018,1.62
,,2018 - 2019,1.46
,,2019 - 2020,1.43
,,2020 - 2021,2.14
,,2021 - 2022,1.71
,,2022 - 2023,1.71
,Dhenkanal,2000 - 2001,0.4
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.63
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.11
,,2009 - 2010,1.0
,,2010 - 2011,0.56
,,2011 - 2012,1.25
,,2012 - 2013,1.5
,,2013 - 2014,1.5
,,2014 - 2015,2.0
,,2015 - 2016,1.2
,,2016 - 2017,1.58
,,2017 - 2018,1.11
,,2018 - 2019,1.35
,,2019 - 2020,2.07
,,2020 - 2021,1.7
,,2021 - 2022,1.26
,,2022 - 2023,2.12
,Gajapati,2000 - 2001,0.97
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.0
,,2009 - 2010,0.0
,,2010 - 2011,1.0
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,1.08
,,2017 - 2018,1.0
,,2018 - 2019,
,,2019 - 2020,1.0
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ganjam,2000 - 2001,1.23
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.0
,,2005 - 2006,1.0
,,2006 - 2007,2.0
,,2007 - 2008,2.0
,,2008 - 2009,1.33
,,2009 - 2010,2.0
,,2010 - 2011,2.0
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,3.0
,,2017 - 2018,1.63
,,2018 - 2019,1.22
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jagatsinghapur,2000 - 2001,1.28
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.5
,,2005 - 2006,1.67
,,2006 - 2007,1.25
,,2007 - 2008,1.33
,,2008 - 2009,1.0
,,2009 - 2010,2.0
,,2010 - 2011,1.5
,,2011 - 2012,1.0
,,2012 - 2013,2.0
,,2013 - 2014,1.0
,,2014 - 2015,1.5
,,2015 - 2016,2.0
,,2016 - 2017,1.8
,,2017 - 2018,1.88
,,2018 - 2019,1.28
,,2019 - 2020,1.51
,,2020 - 2021,2.0
,,2021 - 2022,1.68
,,2022 - 2023,1.09
,Jajapur,2000 - 2001,0.62
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.75
,,2005 - 2006,1.21
,,2006 - 2007,0.94
,,2007 - 2008,0.75
,,2008 - 2009,0.71
,,2009 - 2010,1.3
,,2010 - 2011,0.71
,,2011 - 2012,0.33
,,2012 - 2013,0.88
,,2013 - 2014,1.2
,,2014 - 2015,1.0
,,2015 - 2016,1.13
,,2016 - 2017,1.32
,,2017 - 2018,0.69
,,2018 - 2019,1.22
,,2019 - 2020,1.05
,,2020 - 2021,0.69
,,2021 - 2022,0.9
,,2022 - 2023,1.46
,Jharsuguda,2000 - 2001,0.21
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.77
,,2005 - 2006,1.0
,,2006 - 2007,1.41
,,2007 - 2008,1.35
,,2008 - 2009,1.25
,,2009 - 2010,0.16
,,2010 - 2011,0.27
,,2011 - 2012,0.5
,,2012 - 2013,1.92
,,2013 - 2014,0.82
,,2014 - 2015,0.96
,,2015 - 2016,0.61
,,2016 - 2017,1.57
,,2017 - 2018,1.29
,,2018 - 2019,0.32
,,2019 - 2020,2.8
,,2020 - 2021,2.2
,,2021 - 2022,0.36
,,2022 - 2023,0.82
,Kalahandi,2000 - 2001,0.93
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.71
,,2005 - 2006,0.68
,,2006 - 2007,0.86
,,2007 - 2008,0.93
,,2008 - 2009,0.93
,,2009 - 2010,1.22
,,2010 - 2011,1.53
,,2011 - 2012,0.68
,,2012 - 2013,1.8
,,2013 - 2014,1.78
,,2014 - 2015,1.67
,,2015 - 2016,0.71
,,2016 - 2017,1.45
,,2017 - 2018,1.52
,,2018 - 2019,1.83
,,2019 - 2020,2.09
,,2020 - 2021,1.5
,,2021 - 2022,1.32
,,2022 - 2023,1.7
,Kandhamal,2000 - 2001,0.71
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,0.92
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,1.07
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2011 - 2012,1.0
,,2012 - 2013,1.13
,,2013 - 2014,1.22
,,2014 - 2015,1.22
,,2015 - 2016,0.5
,,2016 - 2017,1.28
,,2017 - 2018,1.17
,,2018 - 2019,1.49
,,2019 - 2020,1.37
,,2020 - 2021,1.53
,,2021 - 2022,1.12
,,2022 - 2023,1.56
,Kendrapara,2000 - 2001,1.27
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.33
,,2005 - 2006,1.25
,,2006 - 2007,0.6
,,2007 - 2008,1.0
,,2008 - 2009,0.33
,,2009 - 2010,1.67
,,2010 - 2011,1.33
,,2011 - 2012,1.0
,,2012 - 2013,1.5
,,2013 - 2014,1.33
,,2014 - 2015,1.5
,,2015 - 2016,2.0
,,2016 - 2017,2.04
,,2017 - 2018,1.81
,,2018 - 2019,1.33
,,2019 - 2020,2.07
,,2020 - 2021,1.87
,,2021 - 2022,1.88
,,2022 - 2023,2.21
,Kendujhar,2000 - 2001,0.64
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.87
,,2005 - 2006,0.83
,,2006 - 2007,0.89
,,2007 - 2008,1.12
,,2008 - 2009,0.98
,,2009 - 2010,1.0
,,2010 - 2011,0.61
,,2011 - 2012,1.16
,,2012 - 2013,1.29
,,2013 - 2014,1.33
,,2014 - 2015,1.59
,,2015 - 2016,0.72
,,2016 - 2017,1.44
,,2017 - 2018,1.6
,,2018 - 2019,1.79
,,2019 - 2020,2.25
,,2020 - 2021,2.65
,,2021 - 2022,2.66
,,2022 - 2023,3.55
,Khordha,2000 - 2001,0.98
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,1.0
,,2017 - 2018,1.0
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.0
,,2021 - 2022,1.94
,,2022 - 2023,2.0
,Koraput,2000 - 2001,0.83
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.92
,,2005 - 2006,0.85
,,2006 - 2007,1.13
,,2007 - 2008,1.2
,,2008 - 2009,0.96
,,2009 - 2010,0.78
,,2010 - 2011,1.21
,,2011 - 2012,0.92
,,2012 - 2013,1.22
,,2013 - 2014,1.39
,,2014 - 2015,1.15
,,2015 - 2016,1.0
,,2016 - 2017,1.36
,,2017 - 2018,1.52
,,2018 - 2019,0.92
,,2019 - 2020,2.21
,,2020 - 2021,2.44
,,2021 - 2022,2.0
,,2022 - 2023,2.36
,Malkangiri,2000 - 2001,0.68
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.83
,,2005 - 2006,1.08
,,2006 - 2007,0.92
,,2007 - 2008,0.93
,,2008 - 2009,0.8
,,2009 - 2010,0.77
,,2010 - 2011,1.15
,,2011 - 2012,0.33
,,2012 - 2013,0.9
,,2013 - 2014,1.0
,,2014 - 2015,1.22
,,2015 - 2016,0.9
,,2016 - 2017,0.92
,,2017 - 2018,0.96
,,2018 - 2019,0.6
,,2019 - 2020,1.48
,,2020 - 2021,1.44
,,2021 - 2022,1.4
,,2022 - 2023,1.71
,Mayurbhanj,2000 - 2001,0.67
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.97
,,2005 - 2006,0.92
,,2006 - 2007,1.13
,,2007 - 2008,1.18
,,2008 - 2009,1.16
,,2009 - 2010,0.93
,,2010 - 2011,0.32
,,2011 - 2012,1.34
,,2012 - 2013,1.2
,,2013 - 2014,1.04
,,2014 - 2015,1.56
,,2015 - 2016,0.89
,,2016 - 2017,1.64
,,2017 - 2018,1.67
,,2018 - 2019,1.09
,,2019 - 2020,1.59
,,2020 - 2021,2.06
,,2021 - 2022,1.99
,,2022 - 2023,2.11
,Nabarangpur,2000 - 2001,0.66
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.75
,,2005 - 2006,0.6
,,2006 - 2007,0.93
,,2007 - 2008,0.92
,,2008 - 2009,0.97
,,2009 - 2010,0.64
,,2010 - 2011,1.26
,,2011 - 2012,0.5
,,2012 - 2013,1.52
,,2013 - 2014,1.7
,,2014 - 2015,1.56
,,2015 - 2016,0.81
,,2016 - 2017,1.98
,,2017 - 2018,2.07
,,2018 - 2019,1.13
,,2019 - 2020,2.77
,,2020 - 2021,2.58
,,2021 - 2022,2.26
,,2022 - 2023,2.68
,Nayagarh,2000 - 2001,1.01
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,2.0
,,2009 - 2010,2.0
,,2010 - 2011,1.5
,,2011 - 2012,1.0
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.0
,,2015 - 2016,0.0
,,2016 - 2017,1.14
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.0
,,2021 - 2022,1.49
,,2022 - 2023,
,Nuapada,2000 - 2001,0.27
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.62
,,2005 - 2006,0.6
,,2006 - 2007,0.8
,,2007 - 2008,1.05
,,2008 - 2009,0.98
,,2009 - 2010,0.76
,,2010 - 2011,1.46
,,2011 - 2012,0.47
,,2012 - 2013,1.56
,,2013 - 2014,1.43
,,2014 - 2015,1.55
,,2015 - 2016,0.33
,,2016 - 2017,0.91
,,2017 - 2018,0.42
,,2018 - 2019,1.3
,,2019 - 2020,1.88
,,2020 - 2021,1.92
,,2021 - 2022,1.84
,,2022 - 2023,2.09
,Puri,2000 - 2001,0.99
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,1.0
,,2006 - 2007,1.0
,,2007 - 2008,1.0
,,2008 - 2009,2.0
,,2009 - 2010,1.0
,,2010 - 2011,1.0
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.13
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,2.64
,,2022 - 2023,
,Rayagada,2000 - 2001,0.81
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.8
,,2005 - 2006,0.57
,,2006 - 2007,0.89
,,2007 - 2008,1.0
,,2008 - 2009,0.89
,,2009 - 2010,0.86
,,2010 - 2011,1.0
,,2011 - 2012,0.83
,,2012 - 2013,1.0
,,2013 - 2014,1.0
,,2014 - 2015,1.17
,,2015 - 2016,0.6
,,2016 - 2017,0.89
,,2017 - 2018,1.32
,,2018 - 2019,1.95
,,2019 - 2020,2.27
,,2020 - 2021,1.96
,,2021 - 2022,2.02
,,2022 - 2023,1.2
,Sambalpur,2000 - 2001,0.3
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.86
,,2005 - 2006,1.18
,,2006 - 2007,1.35
,,2007 - 2008,1.43
,,2008 - 2009,1.41
,,2009 - 2010,0.7
,,2010 - 2011,0.4
,,2011 - 2012,0.86
,,2012 - 2013,2.03
,,2013 - 2014,1.14
,,2014 - 2015,1.43
,,2015 - 2016,0.57
,,2016 - 2017,1.12
,,2017 - 2018,0.75
,,2018 - 2019,0.45
,,2019 - 2020,1.75
,,2020 - 2021,2.44
,,2021 - 2022,1.57
,,2022 - 2023,1.23
,Sonepur,2000 - 2001,0.55
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.86
,,2005 - 2006,1.23
,,2006 - 2007,1.25
,,2007 - 2008,1.0
,,2008 - 2009,1.07
,,2009 - 2010,1.06
,,2010 - 2011,0.86
,,2011 - 2012,0.44
,,2012 - 2013,2.57
,,2013 - 2014,1.6
,,2014 - 2015,2.12
,,2015 - 2016,0.53
,,2016 - 2017,1.74
,,2017 - 2018,0.87
,,2018 - 2019,1.81
,,2019 - 2020,2.62
,,2020 - 2021,2.55
,,2021 - 2022,1.5
,,2022 - 2023,2.01
,Sundargarh,2000 - 2001,0.42
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.77
,,2005 - 2006,0.78
,,2006 - 2007,0.91
,,2007 - 2008,1.15
,,2008 - 2009,1.1
,,2009 - 2010,0.58
,,2010 - 2011,0.32
,,2011 - 2012,1.18
,,2012 - 2013,1.86
,,2013 - 2014,1.52
,,2014 - 2015,1.95
,,2015 - 2016,0.89
,,2016 - 2017,1.17
,,2017 - 2018,1.51
,,2018 - 2019,1.0
,,2019 - 2020,1.49
,,2020 - 2021,2.08
,,2021 - 2022,1.73
,,2022 - 2023,1.49
Puducherry,Karaikal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.84
,,2005 - 2006,2.1
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mahe,2000 - 2001,
,,2001 - 2002,
,Pondicherry,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.85
,,2005 - 2006,2.97
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Yanam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,3.59
,,2005 - 2006,2.64
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Punjab,Amritsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Barnala,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bathinda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Faridkot,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Fatehgarh sahib,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Fazilka,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Firozepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gurdaspur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hoshiarpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jalandhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kapurthala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ludhiana,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malerkotla,2021 - 2022,
,,2022 - 2023,
,Mansa,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Moga,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Muktsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nawanshahr,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pathankot,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
